N,X,Y
29044,467691.87138,4996263.65831
29045,466837.44482,4997483.41122
29046,466977.99547,4993532.78559
29047,466049.79878,4993519.00517
29048,469225.87478,4995568.72305
29049,465252.85589,4994630.67646
29050,465461.84158,4993127.56812
29051,466642.81764,4994394.60982
29052,465209.77853,4993226.70199
29053,466470.94029,4995968.02801
29056,465023.15887,4997840.18957
29057,465275.0626,4997544.52257
29058,466828.09696,4999037.09585
29059,467715.88193,4995151.94573
29060,468351.87969,4995114.42262
29061,468367.99789,4994242.26937
29062,468363.57523,4995884.23381
29063,468075.68804,4993532.7401
29064,468170.14406,4993538.93258
29065,468731.89877,4994484.87334
29066,469117.96679,4994761.82883
29067,469219.34939,4995130.49634
29068,469107.68964,4994783.98603
29069,468700.5298,4994489.47124
29070,469141.71987,4994711.94438
29071,469156.65009,4995130.24454
29072,469165.68321,4994721.6043
29073,467577.09038,4993541.70367
29074,468339.87171,4993965.79012
29075,468329.52187,4993467.03876
29076,468358.79914,4993974.58335
29077,468427.4346,4993535.42932
29078,468769.8718,4993533.2956
29079,468357.07329,4995510.1073
29080,468951.39053,4995127.02147
29081,468640.83854,4995116.76888
29082,469091.96828,4994819.05636
29083,469180.01436,4995130.2424
29084,469124.81391,4994811.00936
29085,469201.65155,4995212.23465
29086,469180.29458,4995415.41442
29087,469196.84937,4995130.27196
29088,469133.84151,4994790.74681
29089,468571.16076,4997476.71453
29090,469146.25475,4998321.0892
29091,468400.88854,4998326.9732
29092,468659.24992,4998994.36128
29093,468579.39048,4997503.00279
29094,468854.9753,4997494.31458
29095,468766.96861,4998324.386
29096,468779.04458,4996716.48426
29097,468942.99607,4997467.11067
29098,469291.95847,4997231.67701
29099,469161.50449,4997915.08288
29100,469251.98113,4997437.39123
29101,469232.74659,4997460.25824
29102,469254.9266,4997542.35936
29103,469346.68726,4997099.99062
29104,469232.85746,4997531.91234
29105,469279.3708,4997491.02756
29106,467215.60383,5003920.97759
29107,466841.70523,5001643.2756
29108,467723.16148,5003099.83612
29109,465730.7329,5006054.06036
29110,467406.10857,5003859.56095
29111,466948.6481,5001112.0241
29112,467999.96119,5000948.5534
29113,468176.80818,5001185.07105
29114,467638.27645,5000982.04786
29115,467415.62845,5000953.96884
29116,467021.65485,5001034.99003
29117,467239.5349,5000915.99213
29118,467157.87496,5000931.52263
29119,467323.53763,5000928.0018
29120,467857.85926,5000979.48843
29121,468708.42775,5001077.0016
29122,468873.23146,5000914.99548
29123,468559.61229,5001148.94741
29124,468357.56123,5001214.49622
29125,468989.37313,5000781.44883
29126,469262.44182,5005424.93843
29127,471798.99253,4998283.21373
29128,471492.90669,4997356.95974
29129,472022.59414,4997189.52402
29130,472425.18528,4999877.08369
29131,472409.51545,4995105.52996
29132,471968.12696,4996697.18232
29133,472776.60534,4996692.55876
29134,471969.00564,4997074.89097
29135,472525.59579,4997028.02474
29136,471971.84691,4997362.60666
29138,473479.55125,4996087.47168
29139,472132.42949,4997865.0365
29140,471932.06393,4997809.81657
29141,470437.78935,4997456.76231
29142,469996.20498,4998317.0199
29143,470019.47175,4999132.10724
29144,470788.96525,4999897.50582
29145,470341.17489,4997429.99471
29146,470935.60137,4997411.69644
29147,471129.21681,4996702.93551
29148,471632.41228,4999012.72041
29149,470724.62789,4997824.81667
29150,470310.30306,4997925.38836
29151,469998.10418,4997469.93133
29152,471438.44667,4997697.81259
29153,471166.7913,4997721.81285
29154,470955.22638,4997731.10791
29155,471740.70111,4997746.34209
29156,473152.76501,4994509.12216
29157,472748.57491,4995106.29041
29158,472752.77363,4994470.1629
29159,472755.51757,4993493.76984
29160,473010.17622,4996874.86447
29161,473189.48334,4999856.03725
29162,473337.64769,4997510.59417
29163,473078.93395,4997530.01465
29164,472786.36858,4997577.03019
29165,472539.13743,4997614.08715
29166,472304.5491,4997863.06223
29167,473458.43179,4997509.86657
29168,471944.47887,5005721.23428
29169,472406.31585,5007391.27682
29170,472388.63424,5005674.95838
29171,470778.25484,5002335.48768
29172,471660.28998,5001912.11278
29173,470808.86707,5000892.47181
29174,470709.05733,5000894.04231
29175,470250.95315,5000900.94879
29176,470068.22244,5000902.02962
29177,469954.97225,5000903.45315
29178,469719.02954,5000904.01835
29179,469621.73665,5000889.48547
29180,469530.26537,5000827.04504
29181,470509.59205,5000896.52076
29182,470405.46127,5000898.44938
29183,470605.00302,5000895.52294
29184,471400.70216,5000928.99464
29185,471306.46607,5000928.97536
29186,471655.16514,5000940.07395
29187,471166.16666,5000979.49149
29188,471049.93299,5001033.01158
29189,470915.175,5000902.53785
29190,470957.94187,5001007.99137
29191,471590.33027,5000941.4746
29192,471501.58748,5000939.53928
29193,471506.92989,5005733.29485
29194,470608.44479,5005726.28655
29195,470251.3919,5004280.40175
29196,470016.95701,5005786.15805
29197,471897.03345,5005293.7346
29198,472215.25814,5002974.26253
29200,472299.28894,5003379.27347
29201,472275.46106,5003284.17082
29202,472216.0711,5003177.89239
29203,472208.57033,5003061.83307
29205,473436.51519,5002534.32741
29206,473150.09374,5007391.97033
29207,473483.53941,5007390.01094
29208,473044.88361,5005231.09446
29209,474114.97139,5005701.00409
29210,474222.11911,5006363.794
29211,474307.09966,5006599.63331
29212,474489.80871,5006595.11824
29213,474383.18267,5006597.77009
29214,465505.61087,5013452.11701
29215,467117.48664,5015244.28448
29216,467317.80978,5013446.38267
29217,467566.95572,5015880.76431
29218,469744.83234,5015966.61753
29219,468498.19031,5019438.9081
29220,470392.17009,5019409.74492
29221,470341.36649,5008399.34016
29222,472784.75522,5016148.32457
29223,472793.16196,5013910.83516
29224,470300.82913,5012976.6283
29225,471991.40549,5014690.22234
29226,471991.00936,5014795.54222
29227,465535.77233,5012653.06218
29228,466294.30878,5008214.05276
29229,467868.438,5008029.12283
29230,466741.83405,5011360.12217
29231,467765.88357,5009829.48955
29232,467405.47615,5012542.05719
29233,468191.74907,5010642.10612
29234,467056.83722,5013446.62547
29235,466920.27246,5013446.89378
29236,467295.32303,5010642.78501
29237,466816.96483,5010603.83564
29238,466559.47422,5010557.53058
29239,465482.23991,5009164.95518
29240,465694.51498,5010531.60697
29241,465296.84529,5010641.87009
29242,464698.10894,5009790.07799
29243,465082.41782,5010992.11134
29244,465186.28407,5010672.58396
29245,466123.40513,5010518.85465
29246,466539.14312,5011758.91203
29247,465720.14244,5013451.06186
29248,466719.23017,5013447.39286
29249,466253.68705,5013448.52622
29250,466118.53588,5013449.13759
29251,465862.11783,5013450.40515
29252,466786.21832,5013447.26296
29253,468469.36461,5009879.27333
29254,468608.89901,5008736.52705
29255,468205.84735,5007994.09245
29256,468106.10109,5007705.3037
29257,467755.81931,5010642.75596
29258,467554.45043,5010642.78488
29259,467959.54179,5010642.61045
29260,467830.99947,5010642.8179
29261,468070.03456,5010642.38551
29262,465347.59696,5015392.60837
29263,468354.63204,5017845.39339
29264,467209.2926,5019635.00158
29265,465148.3009,5019478.39714
29266,467257.48284,5020253.6716
29267,467720.01013,5019500.38681
29268,467270.21413,5021197.59601
29269,467323.6631,5021443.06559
29270,470359.80642,5009487.978
29271,470394.74734,5011420.85994
29272,471490.86932,5011411.38417
29273,472794.09035,5011390.09525
29274,472064.10716,5008842.55124
29275,472173.01894,5008957.94293
29276,470395.15016,5011842.4627
29277,470648.15767,5012005.7045
29278,470851.7392,5012308.38559
29279,471216.08167,5012549.68206
29280,471346.0166,5013038.90937
29281,470503.85904,5011851.28707
29282,471506.68611,5013668.75831
29283,471636.09823,5013858.92669
29284,471334.12517,5013305.70207
29285,471339.73001,5013157.69827
29286,471335.97065,5013228.26056
29287,471338.35739,5013183.70069
29288,471773.8173,5013961.40668
29289,471995.49805,5014233.04822
29290,471993.86646,5014395.9207
29291,471980.70733,5014098.79992
29292,471992.42599,5014548.79383
29293,471991.91994,5014593.90065
29294,471991.41896,5014675.55773
29295,473974.92597,5009004.94162
29296,472692.0458,5008632.95631
29297,472388.50702,5008763.69646
29298,472484.51347,5008710.17582
29299,474410.42533,5008968.28389
29300,474465.86289,5008895.29382
29301,472792.8595,5012198.86795
29302,471334.73842,5019369.84443
29303,472119.01882,5016169.55708
29304,471989.8977,5016155.13015
29305,471989.54002,5015171.93896
29306,471987.51922,5015689.20711
29307,471989.91486,5015061.84202
29308,471990.88237,5014819.9837
29309,471986.40422,5015968.39443
29310,471987.36312,5015724.75827
29311,470639.10759,5020050.94974
29312,470695.69421,5020289.76588
29313,470769.8048,5021014.21451
29314,470770.01115,5020923.44783
29315,473489.57369,5020149.7641
29316,473285.70103,5020152.62335
29317,472778.52779,5020159.90057
29318,472900.13021,5020158.15528
29319,474071.26107,5020141.45983
29320,473988.91298,5020142.68739
29321,473771.01481,5020145.69987
29322,473691.80102,5020146.91829
29323,474289.31571,5020138.34598
29324,471225.45006,5038566.02388
29325,471257.50556,5032181.24982
29326,463202.06112,5048311.22983
29327,464794.84703,5048285.51064
29328,464531.63163,5023895.73874
29329,463557.97671,5023895.73638
29330,463982.39499,5027437.33666
29331,464781.14081,5027426.93103
29332,464792.48553,5038680.58579
29333,463990.831,5038697.57769
29334,464020.77425,5032204.49218
29335,464837.05042,5032206.42971
29336,455751.72732,5029212.51423
29337,458956.42029,5032363.49517
29338,460082.02799,5032345.02778
29339,455217.02906,5032406.45758
29340,456804.59772,5032386.46341
29341,454409.37342,5032385.48597
29342,457623.30918,5032379.00395
29343,458446.71563,5032371.95338
29344,457215.00802,5032382.54653
29345,463956.33607,5025057.20009
29346,463949.85722,5025786.04245
29347,460051.62465,5023552.46271
29348,462348.78735,5023507.66449
29349,460041.35842,5022747.95037
29350,460045.62992,5023162.54384
29351,463143.85514,5023492.74618
29352,463233.73572,5023850.62428
29353,463565.94592,5024664.82346
29354,463959.78498,5024674.44684
29355,463949.27056,5025847.70544
29356,460889.36411,5032319.17881
29357,462437.6213,5032262.41122
29358,463241.67246,5032233.99551
29359,456664.53442,5047055.28998
29360,459466.99629,5037930.45599
29361,459280.96449,5037932.99321
29362,456672.96845,5038823.04985
29363,457641.78889,5038792.99312
29364,455253.28223,5038832.01239
29365,456051.56353,5038827.03764
29367,457664.37376,5038110.45202
29368,458399.30176,5037905.99932
29369,457790.53582,5037989.94557
29370,461268.49838,5037933.63607
29371,461977.84989,5038322.8191
29372,460767.69592,5037918.85882
29373,460103.02901,5037915.71548
29374,463179.63354,5038339.31826
29375,463365.00554,5038707.75479
29376,462373.33841,5038319.21359
29377,463194.53336,5049670.06003
29378,463191.19112,5049910.50624
29379,471229.56698,5028978.20059
29380,469079.46339,5025261.28845
29381,469563.91588,5025270.92868
29382,469598.24384,5027370.83893
29383,469488.75446,5027372.36829
29384,468947.41218,5032184.23373
29385,469603.25533,5032182.14034
29386,464817.3121,5029011.55172
29387,464818.48237,5030606.37096
29388,474412.25844,5028953.9044
29389,474422.63997,5029756.31791
29390,467116.17547,5027799.81656
29391,464798.02394,5028220.85853
29392,466366.52014,5024270.52577
29393,467540.57498,5024331.252
29394,468227.14385,5025430.50775
29395,468373.11485,5025780.50852
29396,465445.29293,5024280.7296
29397,465046.83469,5024289.14775
29398,464785.43854,5024105.62434
29399,467988.26012,5025150.3065
29400,467726.60562,5027413.92569
29401,467525.94492,5027720.92126
29402,468621.8412,5027384.62687
29403,467768.05606,5027346.61022
29404,469002.9811,5027379.62872
29405,466438.08711,5032197.34773
29406,468035.10049,5032181.80571
29407,466037.39063,5032205.4984
29408,471615.38097,5026003.26109
29409,471161.13604,5025447.61624
29410,471220.10152,5026118.70666
29411,471489.53184,5025352.91154
29412,470670.44454,5023571.34175
29413,470912.21998,5023829.74394
29414,470514.80355,5022828.05241
29415,470534.94801,5023417.99324
29416,470713.55736,5022348.63308
29417,470568.87546,5022683.04084
29418,469934.98238,5025179.04767
29419,471428.85237,5025265.97519
29420,471013.5964,5023957.9272
29421,471181.71744,5024812.04709
29422,471298.54456,5025070.92546
29423,471259.04896,5025011.89075
29424,471205.88943,5027359.39522
29425,470922.3364,5027361.80897
29426,470210.90854,5027367.46686
29427,470709.4316,5026213.6041
29428,470977.05679,5026124.04325
29429,469994.53745,5027014.31491
29430,470234.97066,5026695.54642
29431,470376.65545,5026546.78567
29432,470010.31311,5027368.52996
29433,470485.86164,5026431.62059
29434,470641.73324,5026267.357
29435,471031.35905,5027360.86217
29436,473245.68647,5024166.58696
29437,474411.71413,5028704.49341
29438,474426.79344,5032759.38085
29439,471849.03716,5032174.13002
29440,472838.9409,5032162.66625
29441,470458.54034,5032182.61932
29442,472999.88664,5032161.30657
29443,473633.75219,5032159.39465
29444,474413.75304,5030976.20422
29445,474430.13211,5032157.32811
29446,474048.39669,5030943.14946
29447,474073.23578,5029947.27989
29448,474031.47823,5030558.71052
29449,474226.72935,5032161.04701
29450,474429.00189,5032360.19729
29451,471219.38794,5041109.89961
29452,469613.00607,5038560.29204
29453,470414.01956,5038568.46351
29454,465584.28281,5038674.97153
29455,467192.85653,5038629.80437
29456,468003.31134,5038589.84579
29457,468807.95593,5038573.7962
29458,472711.87841,5038592.82556
29459,470818.50187,5038570.90259
29460,472828.86718,5038600.09491
29461,473637.82107,5038604.9771
29471,464235.53123,5056703.63179
29472,465978.11429,5056682.22211
29473,463305.07595,5055369.67609
29474,464047.69963,5054713.95486
29475,463233.53912,5053118.24893
29476,463215.95429,5052779.376
29477,464063.83918,5056529.07405
29478,463249.32944,5056330.05277
29479,463856.12476,5056324.28703
29480,468110.23857,5060244.15953
29481,468089.91931,5056240.76378
29482,469704.92739,5056217.60551
29483,470400.63589,5056198.0463
29484,466700.2837,5056274.24384
29485,469397.30463,5056130.11295
29486,466469.96616,5056401.02375
29487,467670.0357,5064310.28485
29488,472102.64887,5057004.58739
29489,472912.78418,5057810.28819
29490,470502.2341,5057006.72621
29491,476117.30102,4932340.89716
29492,476314.80204,4935172.38442
29493,476289.35643,4935162.4802
29494,482712.09643,4937150.4953
29495,483513.40514,4932300.00549
29496,489141.56117,4932265.70816
29497,489144.51419,4937253.82425
29498,495409.24305,4932243.80642
29499,498448.12823,4937057.63565
29500,510245.12077,4903376.35834
29501,516689.24651,4904977.08509
29502,513721.83556,4946666.56806
29503,516643.46269,4946661.7717
29504,517475.07257,4978596.33997
29505,511357.92634,4977273.94753
29506,500305.83915,4932231.0818
29507,500413.30959,4937373.1503
29508,501341.52012,4937036.48362
29509,504615.46193,4932132.74549
29510,515330.22552,4986962.4252
29511,515844.53987,4986974.79097
29512,515476.04117,4988869.06199
29513,515992.98413,4988086.04971
29514,515593.14408,4955152.95113
29515,516604.0166,4954499.97571
29516,515600.57878,4962269.65861
29517,515992.80374,4966066.38714
29518,508638.97196,4932230.16078
29519,510902.29701,4937691.11235
29520,511350.10086,4977238.3859
29521,516026.26274,4977923.80015
29522,511456.44162,4938651.57605
29523,516460.25072,4938604.60008
29524,512080.54757,4951621.42485
29525,512099.21043,4928546.10772
29526,523712.32171,4927852.9924
29527,512424.28641,4916258.48502
29528,521359.87006,4916163.11182
29529,513262.6259,4966055.3901
29530,514002.56449,4978898.83771
29531,516031.78451,4978899.04872
29532,515202.41165,4984737.01738
29533,515957.51885,4984947.70666
29534,515614.06322,4989292.75901
29535,516366.59278,4990138.25869
29536,515640.33894,4956091.49622
29537,516462.83529,4956431.01742
29538,515760.68493,4971766.72243
29539,517112.84925,4972181.20928
29540,515965.83588,4987070.85193
29541,515745.32506,4986962.32552
29542,515974.0409,4912499.51763
29543,516685.22375,4908179.5787
29544,523007.41356,4907947.18415
29545,517108.13976,4971283.62066
29546,516047.84098,4987129.26824
29547,532960.91197,4935029.06961
29548,534432.57707,4934625.04879
29549,536987.26738,4934922.37911
29550,541514.53055,4933705.43184
29551,537074.83115,4934843.45523
29552,537977.15081,4931279.2668
29553,554002.35018,4935113.5412
29554,554495.44237,4934685.53961
29555,555395.77669,4934613.51981
29556,518026.619,4950853.39312
29557,514840.41756,4952750.78455
29558,487536.00442,4933081.69117
29559,487519.16146,4934689.03833
29560,515862.01435,4921400.12879
29561,516657.93058,4922007.48775
29562,536880.75197,4934633.95758
29563,536809.57952,4934735.0825
29564,536788.92237,4934722.85727
29565,536842.10876,4934614.52062
29566,477468.82012,4934337.27982
29567,477401.29973,4934696.63698
29568,515860.22174,4987225.22396
29569,515790.50296,4987326.03065
29570,515511.30807,4982131.63463
29571,516075.23804,4982347.76178
29572,515758.7248,4975097.86318
29573,515947.5846,4975564.45053
29574,527044.40681,4931229.06144
29575,528810.65101,4935128.04327
29576,515940.84796,4987110.11484
29577,476108.65225,4907519.0477
29578,476726.43961,4906472.48881
29579,476864.75764,4904629.03952
29580,491914.89844,4903170.84791
29581,501168.21363,4902085.21843
29582,487084.2515,4903374.30615
29583,487116.17965,4908200.30606
29584,493562.17789,4911449.04259
29585,495166.64676,4909850.73754
29586,493606.79819,4917051.30638
29587,495208.13092,4917058.81884
29588,493642.05882,4924292.56991
29589,499228.25623,4924231.41527
29590,501552.79413,4902796.61093
29591,501622.15024,4906613.00468
29592,496875.43684,4930583.20295
29593,494318.15256,4930700.45875
29594,478332.84504,4905407.53704
29595,478332.11892,4905525.50103
29596,480467.4387,4905411.4803
29597,480651.51079,4905589.7637
29598,482667.3807,4903769.04715
29599,479629.25993,4893726.96571
29600,478711.43138,4904649.98593
29601,479447.6444,4904278.976
29602,478341.489,4904644.97946
29603,478336.0276,4905019.54187
29604,478334.92894,4905145.50442
29605,478338.3891,4904768.94921
29606,478337.37044,4904895.02251
29607,478333.90679,4905270.46707
29608,479725.09138,4904680.53411
29609,480289.11735,4905238.96063
29610,479586.72411,4904541.45443
29611,479687.71927,4904642.99568
29612,479453.14121,4904403.4734
29613,479570.71698,4904524.95425
29614,487059.11381,4896943.77221
29615,487062.13227,4898554.87704
29616,487032.92657,4893713.50636
29617,487045.22976,4894927.05678
29618,487054.23213,4896129.17558
29619,479463.51841,4911842.93032
29620,484750.79597,4912218.98488
29621,484023.9518,4926805.89074
29622,485615.39988,4924244.94127
29623,482967.92116,4917092.41233
29624,486490.09375,4921843.1302
29625,484038.47991,4932294.02727
29626,487532.55067,4932276.37577
29627,487232.28935,4919326.96473
29628,487260.46166,4921806.03241
29629,483715.00284,4909125.59469
29630,476908.95344,4924324.33782
29631,485786.01134,4922535.5295
29632,478248.38262,4906610.5379
29633,479506.32811,4910578.19756
29634,478265.72733,4906334.01425
29635,478328.93382,4905912.49685
29636,478327.81427,4906032.01729
29637,478331.47775,4905645.01982
29638,478330.35623,4905763.98485
29639,475979.80354,4919516.24217
29640,476565.31934,4919518.66382
29642,483694.84656,4909098.98693
29643,480851.97259,4905784.55442
29644,482509.00452,4907737.94033
29645,483362.27622,4908735.16568
29646,483086.29228,4908376.87955
29647,482820.60952,4908035.90573
29648,482750.21327,4907949.00833
29649,482678.70855,4907865.78009
29650,483221.50038,4908557.13905
29651,483159.10915,4908478.43624
29652,479206.54426,4932324.26351
29653,480134.20379,4932315.58088
29654,476883.59042,4926876.90456
29655,476991.29159,4927362.71484
29656,476859.18975,4925940.93025
29657,476864.23022,4926351.79266
29658,476869.25483,4926490.17898
29659,476875.71973,4926675.8798
29660,477468.90691,4931320.3503
29661,477369.07563,4930374.30001
29662,477265.32118,4932331.88562
29663,474976.25162,4932303.32023
29664,475831.56353,4932342.17735
29665,476006.32414,4932340.75119
29666,476101.97031,4932341.17577
29667,477259.54939,4928800.79979
29668,477380.76137,4929189.26486
29669,477074.10954,4927875.05173
29670,477133.80024,4928346.81639
29671,477410.1752,4929945.27929
29672,477387.46533,4930224.2787
29673,477878.50053,4932328.98857
29674,478268.30327,4932327.78239
29675,477494.25999,4932330.64318
29676,477496.09115,4933087.53489
29677,477503.49589,4933939.93701
29678,480826.57339,4932309.16592
29679,482301.74757,4932307.86261
29680,480284.81537,4932314.12179
29681,483234.33027,4932297.38821
29682,485575.56557,4913823.8191
29683,490354.7008,4912207.08045
29684,488398.53102,4925434.5758
29685,488439.13735,4929484.40459
29686,491919.80631,4928339.03667
29687,487357.17259,4922808.31458
29688,487137.58947,4922801.85808
29689,487574.12372,4924227.6866
29690,487309.28246,4922686.7783
29691,486717.82419,4922433.70284
29692,486921.64972,4922431.2907
29693,487258.88295,4921934.44053
29694,487075.05782,4922680.79676
29695,487133.52136,4922434.20073
29696,487260.49166,4922309.21138
29697,487260.49011,4922186.47121
29698,487259.68339,4922058.84525
29699,487258.90682,4922434.39838
29700,487259.39359,4922561.13643
29701,487533.58165,4932482.2029
29702,503179.30251,4898723.82207
29703,506057.38141,4893747.26098
29704,501171.3691,4902291.0375
29705,505983.09315,4929814.21465
29706,506419.79179,4931080.14566
29707,499485.69213,4919897.95765
29708,501634.23055,4925846.85867
29709,506487.04232,4928182.74128
29710,502424.32373,4917049.06684
29711,510281.47364,4916214.43409
29712,504829.20582,4929822.3624
29713,514275.93991,4919788.2865
29714,515455.07484,4921001.49407
29715,507349.53627,4925893.57205
29716,510080.66837,4918561.04682
29717,501613.02884,4917056.92418
29718,501617.43166,4908278.44791
29719,498964.02942,4929181.17369
29720,499225.34906,4925866.24904
29721,500499.66083,4930281.89295
29722,499271.33359,4930332.1219
29723,497805.48829,4930302.68296
29724,497627.81161,4930305.85564
29725,496878.949,4930451.12936
29726,499223.25848,4930327.01789
29727,499039.05931,4930285.49934
29728,498432.36532,4930296.50313
29729,498289.33275,4930295.76169
29730,498147.88972,4930296.13373
29731,498033.30533,4930297.61144
29732,498742.1081,4930287.4384
29733,498693.31817,4930287.78127
29734,498604.71795,4930290.13235
29735,498486.95494,4930291.93597
29736,498645.24343,4930288.23544
29737,503221.08298,4929828.25242
29738,502824.05768,4929833.51044
29739,501567.10981,4930166.54167
29740,501657.66855,4929973.73269
29741,501404.82514,4930255.03374
29742,500830.62709,4930246.49296
29743,500748.70299,4930226.60002
29744,500612.90067,4930222.14266
29745,502414.2382,4929840.1209
29746,502104.39119,4929843.78975
29747,501820.13154,4929853.47871
29748,501750.35204,4929878.45208
29749,502610.68464,4929836.42026
29750,504471.99927,4929817.4413
29751,503938.68553,4929820.31718
29752,503342.51273,4929823.64852
29753,510341.61844,4918309.64582
29754,511082.82704,4918610.32588
29755,511877.28643,4918613.28054
29756,513468.03517,4919081.56261
29757,513837.08235,4919408.9012
29758,507491.54375,4928177.37939
29759,507496.11344,4927385.73336
29760,507496.00153,4927275.98847
29761,507450.64971,4926476.06642
29762,507423.22696,4926190.56583
29763,507488.74341,4926882.54306
29764,507477.35292,4926762.89937
29765,507493.49691,4927172.9055
29766,507490.30816,4926973.51744
29767,507049.47229,4930114.3071
29768,506096.12525,4929445.76281
29769,507143.06181,4928181.31894
29770,507208.14272,4929846.67189
29771,507042.97458,4929804.28096
29772,506427.88459,4929807.5307
29773,505998.74503,4929817.89466
29774,507494.96446,4927830.48732
29775,507496.47767,4927483.48217
29776,507496.18013,4927396.84121
29777,507494.05921,4928063.97182
29778,507494.82928,4927947.67424
29779,476798.02285,4964052.52644
29780,476876.21902,4962585.02966
29781,477058.37879,4963179.57145
29782,476939.9389,4964124.66534
29783,494599.68045,4969050.24775
29784,495193.64533,4969029.77988
29785,495456.14965,4987170.01853
29786,495169.77461,4987596.80755
29787,495466.07265,4964445.12301
29788,495526.30797,4963543.07833
29789,486501.12196,4963775.64797
29790,485121.43407,4961628.10166
29791,491606.8441,4962984.91745
29792,495240.20172,4988042.21844
29793,495183.00266,4969582.99111
29794,494772.6812,4969074.54312
29795,495192.82882,4968994.23332
29796,495115.43811,4969016.50877
29797,491632.46127,4963835.78808
29798,510845.6017,4962542.69685
29799,510863.37371,4966058.99131
29800,495194.80531,4978989.73319
29801,495004.96553,4973210.06433
29802,495413.8511,4973209.75854
29803,495272.03485,4965000.6838
29804,495144.36112,4964438.69309
29805,495274.42573,4963953.15863
29806,495305.06018,4963686.53452
29807,495280.55547,4969063.04083
29808,495121.79425,4969065.38131
29809,495338.20594,4969049.66848
29810,495084.65868,4969049.85777
29811,493129.49616,4964396.0985
29812,493589.67356,4962952.64103
29813,493172.05872,4990152.55809
29814,495578.7165,4990138.21392
29815,493243.90918,4976944.17135
29816,495683.78767,4976687.67263
29817,493842.839,4953948.88455
29818,495655.80048,4953935.41058
29819,494229.39403,4960432.65698
29820,495354.46747,4960950.50573
29821,495491.49594,4963503.11243
29822,495365.24201,4963827.56752
29823,494807.95514,4985267.5763
29824,494830.04285,4963797.98321
29825,495150.72466,4963444.48608
29826,495748.92703,4963067.48801
29827,494328.4015,4991753.32468
29828,494346.90348,4969028.24856
29829,495202.73498,4968509.89578
29830,494532.65063,4988548.23787
29831,495423.93435,4989253.16949
29832,494558.13706,4987039.63753
29833,495415.90695,4987067.84626
29834,494770.89501,4986191.85778
29835,494799.32132,4965884.16953
29836,495192.19531,4966039.38148
29837,494802.44206,4982365.97397
29838,495511.41031,4982868.66198
29839,494846.60119,4971615.00137
29840,495244.77007,4971612.47187
29841,494854.05979,4982841.38597
29842,495493.99049,4983871.79395
29843,495048.82954,4958421.36705
29844,495670.09748,4956359.22081
29845,497159.66025,4958367.88025
29846,495271.83092,4969014.16988
29847,495191.34234,4969118.64957
29848,495311.79878,4967501.16556
29849,495466.21555,4968004.26834
29850,495135.86905,4969918.50359
29851,495222.10582,4963648.82712
29852,495272.46628,4964513.02391
29853,495212.51886,4963619.95242
29854,495166.35029,4963197.86797
29855,495208.38918,4969734.04776
29856,494816.46086,4970468.62534
29857,494837.178,4963823.5268
29858,495215.42666,4977036.81673
29859,495248.17925,4968007.75865
29860,495800.31768,4963069.6759
29861,498161.36297,4964134.97238
29862,501890.54117,4961010.86803
29863,507617.39845,4964456.92626
29864,507621.68152,4962845.10123
29865,503134.2764,4964019.94646
29866,504698.74276,4962810.08518
29867,504770.71115,4962782.36724
29868,503161.14691,4964032.17887
29869,490077.43843,4963778.79364
29870,490152.16099,4963584.61458
29872,487383.74209,4963858.05613
29873,492450.19115,4963252.47243
29874,492436.55556,4964026.41127
29875,495589.98294,4937871.7185
29876,494378.88959,4937882.43129
29877,494032.1547,4949942.09094
29878,495638.37276,4949939.8056
29879,494998.40218,4979655.51564
29880,495197.67148,4979655.6961
29881,494989.96401,4978547.65442
29882,495193.05324,4978547.38746
29883,495203.18278,4977646.46807
29884,495093.45812,4977644.55173
29885,495206.83784,4992682.75131
29886,505314.67142,4963641.69499
29887,505159.27521,4963711.99559
29888,494729.10592,4951539.72801
29889,497027.1815,4950742.13639
29890,505862.64226,4963411.1169
29891,506004.11211,4964469.65664
29892,493187.49296,4941898.11264
29893,499833.37024,4939678.9278
29894,493609.2461,4945113.90699
29895,497230.55821,4945107.89701
29896,477119.02943,4949483.46902
29897,477016.19785,4949085.04708
29898,477236.77234,4949620.79537
29899,477012.80701,4949022.85279
29900,477216.78559,4949345.38047
29901,477346.63902,4949163.30304
29902,485058.87283,4961249.44982
29903,486016.74621,4962057.09851
29904,485998.11693,4947135.59978
29905,486013.55158,4949978.92723
29906,482752.36407,4950445.70135
29907,482752.40827,4943338.68877
29908,485939.22978,4943127.58459
29909,484785.67672,4961264.97572
29910,484673.48958,4960813.79635
29911,489184.78635,4948083.99995
29912,489183.81338,4949962.17051
29913,481624.64059,4949138.15342
29914,481364.35287,4949162.44915
29915,482700.97489,4939524.3106
29916,485128.61873,4939526.72092
29917,484379.81422,4949117.23454
29918,484379.19726,4949222.43073
29919,484734.58801,4949975.82775
29920,485132.20696,4949977.78747
29921,477503.42289,4949203.7442
29922,477531.88304,4949162.76662
29923,477646.47936,4949193.13863
29924,477584.81404,4949163.80449
29925,490797.21311,4948719.88559
29926,490796.52616,4949960.55743
29927,481158.79216,4949178.48638
29928,481163.40236,4948586.18217
29929,484413.19005,4945874.45563
29930,486002.39809,4945965.68067
29931,479544.87117,4949190.06441
29932,479571.4845,4947584.61775
29933,476315.86078,4941971.64998
29934,476313.9819,4936034.3721
29935,476337.69832,4936006.51532
