N,X,Y
934,448245.21028,4983187.38023
935,448271.56356,4981564.30503
936,445026.80825,4981471.40225
937,444660.96882,4983758.67622
938,441048.53497,4984315.22531
939,440699.62831,4979833.43362
940,442733.98422,4979117.98143
941,445677.06817,4978418.08574
942,442304.27713,4975992.61518
943,440238.35378,4975071.36942
944,440124.925,4971851.93301
945,442225.42662,4971582.10105
946,442862.983,4973495.8298
947,445983.88192,4972175.60763
948,446382.56049,4974111.19312
949,445272.97745,4975597.31288
950,448005.93863,4975488.51431
951,448499.01815,4976942.61154
952,448153.84033,4979360.87183
953,450753.32384,4978473.49456
954,453534.13336,4978531.12515
955,455780.69209,4978095.02201
956,454555.05336,4976007.09118
957,451624.69154,4974922.12668
958,450349.29712,4976198.94713
959,449318.93455,4974028.48423
960,451082.69523,4972217.60771
961,453798.53543,4973742.17332
962,453643.01955,4971621.21492
963,455273.13966,4972489.52219
964,455876.25089,4971503.95819
965,457838.61143,4971952.07562
966,459290.4567,4972363.8002
967,459412.4164,4973918.43479
968,457379.69966,4973451.2449
969,456713.15762,4974442.41759
970,458320.20262,4976292.66615
971,457781.52675,4978821.46612
972,459002.93395,4979711.13121
973,459232.65023,4980354.60663
974,460379.17715,4980118.06104
975,460181.13471,4979264.87807
976,459335.76463,4977795.597
977,459726.95836,4975625.23444
978,461064.96162,4976027.84254
979,461302.34615,4975281.81329
980,460967.532,4974413.01675
981,461195.34702,4973209.90873
982,459962.89086,4971863.64606
983,460642.48153,4971720.03952
984,461446.67182,4971726.86832
985,462477.84646,4971704.77551
986,464037.87947,4971941.6766
987,462494.36801,4973236.04043
988,463692.57593,4973651.44379
989,462397.23249,4974604.36402
990,463651.14946,4975350.65174
991,462514.95572,4975591.16455
992,461885.9659,4976938.93461
993,461927.03962,4977887.09221
994,461510.106,4979311.59621
995,462941.84203,4978818.21866
996,462411.88363,4980334.86404
997,463411.83945,4980341.66296
998,463183.12468,4981941.13342
999,462383.02355,4981543.22573
1000,461644.17297,4981418.31441
1001,460877.67525,4981337.19617
1002,459649.41101,4981490.94228
1003,459492.94854,4983510.22649
1004,460754.5039,4983239.78174
1005,460687.32959,4984375.54494
1006,460371.52174,4985147.6721
1007,459409.44571,4985357.24865
1008,459379.44447,4986667.94431
1009,460489.68268,4985834.78362
1010,461617.67377,4983921.21671
1011,462417.68379,4983833.44354
1012,463217.56178,4983643.70005
1013,463786.41716,4983536.10164
1014,464376.6189,4979423.68249
1015,464117.23663,4977815.99934
1016,464767.76184,4977874.93971
1017,464960.37664,4975646.39961
1018,465304.43515,4974481.90754
1019,465292.45865,4973490.92353
1020,465777.63508,4972444.80773
1021,465633.35836,4971476.68578
1022,467622.87673,4971377.39268
1023,467331.1451,4972237.38581
1024,466838.24307,4973027.56905
1025,467848.19243,4973382.79785
1026,466875.42616,4973840.09228
1027,467023.08174,4974538.89943
1028,467619.13828,4974552.23428
1029,468249.91492,4975149.19113
1030,467623.99784,4975219.74791
1031,467011.33553,4975210.19675
1032,466493.13895,4974935.31153
1033,466147.15062,4976237.19035
1034,467372.87602,4976251.93788
1035,468305.24318,4976272.21073
1036,467616.79837,4977161.9384
1037,467661.72353,4977695.56554
1038,465871.27826,4977079.87855
1039,466024.6603,4978377.15805
1040,467193.04545,4978235.96634
1041,467709.98814,4979151.60845
1042,465780.43812,4979502.99314
1043,464184.12037,4980500.22842
1044,464107.87276,4982025.02011
1045,464180.18514,4983389.18408
1046,464695.47768,4983257.89308
1047,465328.46839,4981808.67489
1048,465797.13868,4980528.54489
1049,467554.23144,4980675.87158
1050,467886.14138,4981657.68629
1051,467335.2789,4982728.3226
1052,467710.80887,4984337.84209
1053,465831.47278,4983484.63908
1054,464305.72662,4984939.6612
1055,464778.37306,4985329.8544
1056,466033.97438,4985648.00956
1057,467652.4646,4986098.19539
1058,467599.68935,4987367.09861
1059,466276.06575,4987454.0262
1060,465246.37502,4987160.70309
1061,464604.34313,4987032.32235
1062,464678.09061,4988819.02993
1063,464969.07314,4990055.02001
1064,465799.65271,4988900.08577
1065,467691.64759,4988748.0807
1066,467157.76764,4989941.22068
1067,465385.72605,4990928.95858
1068,465479.02464,4992355.43525
1069,467170.60528,4991500.30593
1070,468774.91554,4992800.83437
1071,468977.06837,4993990.64174
1072,469704.09435,4992519.58791
1073,470171.56224,4993066.31119
1074,469845.65185,4994415.47442
1075,471152.30906,4994308.61756
1076,471200.38907,4992572.47055
1077,472304.88022,4992611.02125
1078,472727.56967,4993370.10312
1079,472519.53343,4994433.42941
1080,473949.57648,4994519.09258
1081,475552.6354,4994309.77056
1082,476679.62818,4993744.39977
1083,476920.24704,4994395.34438
1084,477668.37652,4993831.36726
1085,476809.83635,4993067.63319
1086,475619.49016,4993132.91929
1087,474027.75031,4993303.62245
1088,474070.03933,4992314.71382
1089,472922.01847,4992184.97238
1090,472835.66119,4991672.98336
1091,474327.55862,4991638.88661
1092,475752.41537,4991400.08648
1093,475636.45642,4992289.80239
1094,476822.86854,4992320.77534
1095,476908.2362,4991551.8182
1096,476987.6868,4990934.61321
1097,477676.2953,4991782.25258
1098,477278.58243,4989694.49665
1099,475979.84244,4989051.57639
1100,476496.87601,4989988.68298
1101,475892.92208,4990189.75647
1102,475223.66798,4990435.4603
1103,474414.6892,4991071.70713
1104,474603.86766,4990217.75574
1105,474904.36504,4989288.54656
1106,473850.57004,4988686.27738
1107,472805.33104,4988338.37304
1108,472367.9315,4989716.45339
1109,473583.95356,4990251.18094
1110,473214.70041,4991065.24943
1111,471630.81228,4990982.05273
1112,470053.29803,4990992.77563
1113,468797.48378,4991196.13711
1114,468854.22723,4989889.89858
1115,470091.05237,4989695.5347
1116,471129.40156,4989733.27766
1117,471848.93506,4988619.18124
1118,470745.60354,4988783.62265
1119,469613.89982,4989004.41684
1120,468851.49701,4989060.53942
1121,468846.89547,4988275.20682
1122,469644.28087,4988284.77727
1123,470835.54099,4988187.79865
1124,471913.45577,4987859.04769
1125,472570.48043,4987604.72455
1126,472524.30566,4987003.06475
1127,471989.44482,4987019.82194
1128,471237.13473,4987260.6992
1129,470439.77118,4987269.02673
1130,469648.32523,4987281.41014
1131,468847.73076,4987315.56519
1132,468846.02618,4986103.65351
1133,469641.29683,4986070.04335
1134,470838.47546,4986055.02593
1135,472115.52619,4986000.01195
1136,472105.58374,4984862.21054
1137,470836.6046,4985044.07451
1138,469632.39589,4985047.92344
1139,468835.41866,4985069.68716
1140,468822.15306,4984249.57829
1141,469621.72983,4984251.09135
1142,470830.55086,4984235.20539
1143,472007.18242,4983674.28128
1144,471987.46235,4982597.55987
1145,471130.72448,4983377.45964
1146,470548.32144,4983042.0016
1147,470697.04167,4982116.17603
1148,469222.21868,4983015.97122
1149,469636.09255,4981749.01238
1150,468803.0716,4981698.37779
1151,468824.38918,4980677.94142
1152,469608.75377,4980680.0812
1153,470648.1101,4980018.79472
1154,470492.3875,4980661.02853
1155,470952.17299,4981480.24744
1156,472060.9886,4981775.5152
1157,471852.95781,4980940.40431
1158,471537.79558,4980446.25988
1159,471835.77909,4979972.07071
1160,472643.16963,4980116.06585
1161,473570.12705,4980112.83082
1162,473736.01377,4980876.07084
1163,474056.78381,4982030.97242
1164,472943.54154,4982296.39635
1165,474360.62877,4984179.42435
1166,473652.08304,4983948.47188
1167,472884.79136,4984088.87349
1168,472976.90019,4985903.17076
1169,473666.22655,4985702.15817
1170,474465.23802,4985641.68247
1171,474257.15005,4986618.17431
1172,472993.5224,4986684.66044
1173,473571.52191,4987127.80381
1174,474487.99015,4987756.50089
1175,475629.98519,4988284.37832
1176,477145.24542,4988265.25402
1177,477192.12306,4987344.78092
1178,475789.1935,4987628.52964
1179,474973.08221,4987361.14173
1180,475772.89069,4987205.71845
1181,476892.36852,4986771.81654
1182,476196.52683,4986703.91196
1183,475493.13966,4986746.18111
1184,475097.93832,4986777.64622
1185,475101.22219,4986077.86936
1186,475503.48664,4986075.65204
1187,476207.93657,4986069.98152
1188,477080.89395,4986051.77858
1189,477691.42014,4986061.41074
1190,477965.79629,4985016.24396
1191,477509.5828,4985012.97097
1192,477007.99033,4985051.96297
1193,476410.72317,4985059.89556
1194,475911.4919,4985068.18489
1195,475510.88122,4985071.17862
1196,475109.8484,4985073.74488
1197,475171.32373,4984269.57838
1198,475525.64772,4984034.05562
1199,476209.78442,4984060.78791
1200,476265.28213,4983324.81672
1201,475490.59331,4983247.30269
1202,475090.4135,4983525.77459
1203,475099.75099,4982464.51833
1204,475503.7602,4982458.93722
1205,476158.51716,4982557.82599
1206,476094.78371,4981657.8054
1207,475496.78235,4981657.56588
1208,475093.64096,4981643.35823
1209,475296.29898,4980852.24692
1210,474882.36491,4980075.70601
1211,476382.4892,4980305.9501
1212,476558.99799,4981035.78693
1213,476831.03745,4981617.20059
1214,477168.82681,4981963.21929
1215,476998.54771,4982498.09572
1216,477481.11387,4982522.03916
1217,478003.82662,4982475.78717
1218,478061.44517,4983274.0716
1219,477512.19093,4983272.9826
1220,477001.45948,4983273.99793
1221,477006.79516,4984050.71745
1222,477517.78917,4984048.23096
1223,478070.80129,4984039.4624
1224,478538.28352,4985601.44191
1225,478983.85747,4986348.44665
1226,479551.7038,4984110.09346
1227,478830.61528,4983995.53461
1228,478842.40119,4983184.73577
1229,479483.54104,4983202.75204
1230,480016.85191,4983161.19696
1231,480076.07128,4982498.71826
1232,479576.90984,4982436.55274
1233,479060.03289,4982682.01916
1234,478605.37114,4982566.22087
1235,479119.88565,4982159.00248
1236,479284.18149,4981550.54792
1237,479656.5201,4981561.46561
1238,480206.15437,4981030.60703
1239,479950.57833,4981852.79554
1240,480621.20322,4981586.72015
1241,480513.33945,4982212.53903
1242,481008.42193,4982359.87157
1243,480725.02818,4983014.64707
1244,480334.1278,4983337.2732
1245,480196.30668,4984051.39167
1246,479909.66518,4985174.38134
1247,479914.91707,4986351.24695
1248,480920.60391,4986489.98493
1249,480967.56323,4985864.54898
1250,480876.84019,4985482.45033
1251,480913.95127,4984845.08564
1252,480909.59252,4984041.25774
1253,481017.09369,4983322.68171
1254,481711.69697,4983463.69517
1255,481722.09861,4984041.33229
1256,481666.8448,4984907.35147
1257,481788.06815,4985657.86189
1258,481724.09774,4986494.12413
1259,482469.44534,4986496.90159
1260,483213.79107,4986499.86812
1261,483155.39096,4985611.40766
1262,482480.65969,4985556.44365
1263,482409.68547,4984531.40014
1264,482690.18444,4983740.91974
1265,483369.31424,4984519.75293
1266,483487.44946,4983300.12208
1267,482768.17635,4983045.43356
1268,481709.085,4983014.22454
1269,481799.88006,4982570.04846
1270,481535.21579,4982292.5631
1271,482751.33443,4982457.19372
1272,483486.59191,4982557.6169
1273,482498.14101,4981831.80201
1274,482228.39499,4981419.39256
1275,483291.18579,4981352.35795
1276,482962.41441,4980785.54007
1277,483073.73555,4980033.82568
1278,482051.84895,4980671.175
1279,481318.43322,4981145.4318
1280,481428.61674,4980401.02877
1281,481867.49324,4979731.83459
1282,482685.80195,4979611.0804
1283,483295.17663,4979156.4999
1284,483012.04905,4978642.15141
1285,482522.61157,4978266.22512
1286,483018.87987,4977539.14298
1287,483877.55246,4976447.30885
1288,483315.96847,4976452.03403
1289,482580.94312,4976085.71488
1290,482549.43591,4976851.43525
1291,481897.40102,4976875.76548
1292,481607.59679,4976740.58944
1293,481231.81368,4977694.85735
1294,481788.23749,4977642.66996
1295,481848.59638,4978604.93154
1296,480936.00265,4978629.09243
1297,480884.81419,4979247.93801
1298,481300.63389,4979468.8367
1299,480729.13016,4980174.68573
1300,480257.61245,4979501.71508
1301,479765.73924,4979009.21112
1302,479692.57741,4978442.52698
1303,480368.42587,4978370.52102
1304,480756.79314,4977592.14854
1305,480284.88464,4977642.99128
1306,479685.24499,4977843.96092
1307,479681.73055,4977445.4427
1308,478825.98019,4977443.84551
1309,478918.42568,4977835.44857
1310,479010.8544,4978438.86512
1311,479019.1045,4979009.21409
1312,478998.73965,4979378.30467
1313,478946.494,4979735.9894
1314,479593.7295,4979478.53617
1315,479058.33461,4979958.30459
1316,479185.23864,4980173.85028
1317,479351.3952,4980440.83103
1318,479856.33632,4979988.55274
1319,479946.07079,4980601.91801
1320,479140.44603,4981065.95433
1321,478818.20046,4981331.63647
1322,478418.72259,4981804.29315
1323,478025.80691,4981580.51919
1324,477757.78324,4981402.83944
1325,478439.50101,4980876.51697
1326,478750.05062,4980788.25747
1327,478974.55812,4980669.72711
1328,478815.13792,4980396.22096
1329,478563.58498,4980541.80336
1330,478573.85799,4980248.35482
1331,478410.99536,4979980.18165
1332,478148.47551,4980231.89311
1333,478040.17652,4980489.68276
1334,477597.41062,4980999.47791
1335,477580.03775,4980465.25853
1336,477565.45437,4980123.82277
1337,477702.33277,4979750.08876
1338,477573.44982,4979261.49269
1339,478100.77361,4979582.18646
1340,478382.07498,4979518.50018
1341,478648.85064,4979494.86054
1342,478613.6028,4979044.69572
1343,478341.01226,4979063.9906
1344,478085.2521,4979040.68435
1345,477665.6336,4978970.52427
1346,477614.71046,4978448.24723
1347,478065.96252,4978445.5822
1348,478336.73789,4978445.22041
1349,478610.21193,4978453.27827
1350,478253.12526,4977860.86572
1351,478156.58884,4977458.54939
1352,477609.77742,4977851.14606
1353,477606.43315,4977452.35729
1354,476873.08922,4977455.36767
1355,476901.78951,4977848.67033
1356,477044.88487,4978452.61376
1357,476601.2434,4979211.51813
1358,475988.27806,4978951.51352
1359,476460.44151,4978526.15914
1360,476187.98886,4977926.37525
1361,476174.50404,4977470.58924
1362,476034.74976,4976615.33347
1363,475656.72887,4974794.46039
1364,474427.72162,4974971.44416
1365,474806.79753,4976143.56896
1366,475013.60619,4977072.98867
1367,475194.93984,4977636.30812
1368,474450.64683,4977763.46343
1369,474377.36863,4978605.21867
1370,474953.1206,4978835.52879
1371,474817.13595,4979476.5775
1372,473473.23034,4979313.39566
1373,473462.91166,4978518.80977
1374,473295.75613,4977694.04632
1375,472229.16238,4978041.74068
1376,472710.62215,4979320.08423
1377,472053.44989,4979091.81038
1378,471197.10602,4979319.32648
1379,471216.13007,4978581.89077
1380,471285.04447,4977876.79452
1381,470343.62156,4977766.85263
1382,470263.94982,4978243.23606
1383,470343.35609,4979111.77893
1384,469153.46145,4979097.96965
1385,469004.42348,4977870.29512
1386,469242.45657,4977544.57435
1387,469262.41275,4976812.55142
1388,469239.15885,4976034.49914
1389,470348.96477,4976704.28803
1390,471138.82524,4976826.98031
1391,471857.01351,4977105.39433
1392,472014.7394,4976658.14752
1393,473053.46539,4977105.22724
1394,473589.62533,4976547.92387
1395,473560.20186,4975120.53954
1396,473625.89386,4973784.93563
1397,472777.06829,4973616.71184
1398,472737.20808,4974663.06436
1399,472823.32381,4976089.03644
1400,472059.40604,4975886.04449
1401,471399.9323,4975503.15173
1402,471934.17262,4974631.88591
1403,471423.28028,4973788.18199
1404,470327.23115,4974276.32627
1405,470476.83532,4975155.17365
1406,470176.5271,4975652.24511
1407,469033.8225,4975192.80957
1408,468953.84573,4974237.12046
1409,469081.33138,4973173.4374
1410,470781.13359,4972784.63761
1411,469039.0208,4971800.40827
1412,469179.84556,4969762.23365
1413,469387.70306,4968142.15453
1414,470721.04815,4968121.08933
1415,470811.76067,4967598.35429
1416,471921.45634,4967611.11031
1417,471794.55845,4968511.37766
1418,470534.01513,4969031.59613
1419,471062.18082,4969689.45146
1420,471948.64766,4969621.10494
1421,471714.81519,4970389.72978
1422,470181.77422,4970224.66496
1423,470297.26424,4971299.4539
1424,471582.46507,4971110.73713
1425,472963.33693,4970783.41509
1426,472793.04594,4971453.88284
1427,471811.0664,4972199.74225
1428,472808.07181,4972519.87062
1429,473624.7268,4972887.86147
1430,473623.63336,4972083.855
1431,473666.31662,4971151.77935
1432,474362.48427,4970961.9867
1433,475226.29166,4971064.01662
1434,475246.97696,4971932.67324
1435,474469.95474,4971766.75952
1436,474388.41135,4972736.23396
1437,475197.8198,4972921.24872
1438,474435.10341,4973869.5338
1439,475140.11388,4973800.78085
1440,475843.71504,4973791.37272
1441,475942.89242,4973086.31472
1442,476392.61165,4972702.77379
1443,476347.75491,4971950.16297
1444,476386.10302,4971206.63769
1445,477462.56237,4971208.92655
1446,478161.84146,4971249.16813
1447,478175.15399,4972225.9017
1448,477616.27413,4972163.81931
1449,478171.53841,4973038.21828
1450,477683.65545,4972966.92514
1451,476886.97278,4973035.81991
