A,B
34020,2796
34021,2796
34029,2846
34030,2846
34032,2844
34033,2845
34035,2881
34040,2881
34045,2891
34050,2448
34050,2449
34056,2938
34062,2936
34065,2407
34065,2408
34067,2934
34068,2450
34069,2447
34070,2444
34073,2935
34077,2937
34078,2935
34081,2933
34099,2932
34101,2925
34102,2930
34104,2901
34121,2932
34134,2926
34134,2927
34137,2900
34147,2939
34148,2942
34150,2931
34159,2951
34161,2884
34162,2888
34165,2878
34165,2885
34169,2886
34174,2883
34175,2879
34183,2950
34185,2889
34187,2949
34190,2948
34191,2945
34194,2903
34194,2943
34209,2849
34210,2853
34210,2854
34211,2851
34212,2874
34214,2873
34218,2870
34221,2872
34224,2869
34226,2869
34230,2851
34231,2962
34233,2965
34234,2966
34234,2967
34238,2972
34241,2971
34244,2953
34244,2954
34246,2953
34255,2954
34255,2956
34257,2956
34259,2867
34266,2968
34267,2962
34271,2964
34273,2914
34273,2915
34275,2915
34288,2305
34288,2312
34290,3033
34299,2507
34307,2291
34309,2551
34310,136
34310,138
34315,2529
34320,2494
34323,160
34324,146
34326,138
34327,139
34330,15
34335,153
34352,151
34356,2486
34360,107
34364,112
34364,121
34367,120
34368,123
34368,124
34375,199
34376,197
34376,200
34378,118
34380,1694
34380,1701
34388,126
34391,118
34394,133
34396,260
34399,204
34399,205
34407,213
34407,214
34410,241
34413,831
34413,1081
34417,1083
34421,256
34427,243
34434,211
34437,110
34439,217
34442,110
34449,101
34453,101
34458,102
34463,103
34466,102
34469,215
34475,216
34477,209
34478,217
34483,251
34501,200
34504,1693
34504,1694
34510,253
34513,258
34515,250
34521,203
34528,201
34534,1705
34534,1706
34536,1692
34537,1693
34540,1707
34543,199
34544,200
34545,201
34566,190
34568,192
34575,111
34575,112
34577,186
34577,187
34579,187
34581,188
34592,111
34594,194
34594,195
34599,196
34621,195
34624,185
34624,186
34625,122
34630,115
34632,115
34636,113
34639,112
34639,113
34647,93
34649,95
34653,96
34653,105
34659,107
34660,108
34662,94
34663,92
34663,94
34666,114
34668,92
34669,20
34672,19
34676,16
34684,17
34687,18
34688,17
34693,119
34695,121
34696,113
34698,114
34701,119
34704,125
34707,126
34716,135
34718,116
34723,134
34725,131
34728,117
34734,139
34736,1754
34745,168
34745,178
34750,1697
34750,1699
34752,1697
34755,171
34755,176
34757,1696
34762,173
34762,174
34763,172
34767,1752
34770,184
34770,193
34770,194
34772,184
34779,197
34781,193
34793,182
34796,179
34799,166
34801,1755
34805,1756
34807,1757
34818,1756
34826,1768
34827,1758
34829,1756
34843,1768
34850,169
34860,181
34860,182
34862,181
34875,130
34877,126
34877,128
34884,129
34885,124
34887,129
34895,128
34899,127
34906,151
34910,152
34912,159
34918,153
34923,138
34928,144
34929,2543
34938,2542
34938,2543
34941,142
34942,137
34944,9
34944,11
34946,8
34946,9
34952,14
34954,17
34955,12
34956,11
34958,14
34961,14
34972,10
34973,137
34975,18
34976,13
34979,13
34981,10
34982,11
34986,13
34996,141
34996,142
35003,137
35005,141
35007,140
35012,144
35020,2541
35027,2547
35066,2546
35074,2545
35089,2544
35105,2550
35109,2548
35133,2549
35152,145
35153,149
35159,140
35180,148
35181,149
35189,145
35191,146
35193,147
35194,148
35200,2530
35212,2552
35222,2529
35223,2511
35228,2512
35232,2272
35234,2278
35236,2292
35244,2493
35247,2495
35248,2323
35252,2273
35253,2280
35254,2278
35263,163
35265,2299
35265,2300
35272,2299
35278,2298
35279,2295
35279,2296
35283,1777
35283,1779
35286,1770
35286,1771
35289,1777
35291,1770
35291,1778
35293,1778
35313,161
35316,162
35338,2296
35343,2324
35344,2301
35350,2301
35353,2300
35354,2301
35360,2296
35365,2302
35377,2298
35380,2302
35385,2297
35386,2298
35388,2294
35389,2294
35393,2267
35399,2269
35400,2267
35401,2264
35402,2270
35408,153
35420,157
35422,156
35425,156
35427,154
35432,155
35447,2490
35457,2488
35462,2275
35467,2274
35468,2273
35469,2274
35471,2268
35476,2279
35481,2279
35484,2491
35486,2492
35490,2266
35491,2265
35499,2489
35522,2492
35530,2303
35530,2304
35532,2304
35536,2322
35541,2321
35544,2323
35546,2322
35554,2315
35560,2313
35563,2318
35565,2316
35567,2304
35568,2305
35570,2286
35570,2287
35578,2276
35579,2282
35594,2283
35600,2277
35606,2281
35608,2283
35609,2284
35623,2495
35640,2497
35656,2292
35658,2287
35666,2288
35671,2498
35678,2500
35681,2518
35685,2525
35688,2520
35691,2526
35693,2520
35696,2493
35698,2517
35720,2519
35723,2487
35728,2521
35742,2519
35751,2515
35752,2516
35760,2513
35782,2517
35793,2514
35817,2508
35836,2496
35853,2508
35876,2499
35889,2509
35904,2507
35916,2524
35916,2525
35929,2524
35934,2554
35940,2553
35944,2553
35947,3031
35950,2552
35953,2511
35961,2510
35982,2526
35986,3032
35987,2527
36004,2528
36012,2922
36018,2909
36024,2911
36024,2913
36026,2991
36029,3008
36031,3006
36038,3029
36038,3030
36040,3023
36040,3024
36049,2896
36052,3012
36052,3013
36053,3009
36054,3005
36055,3010
36055,3011
36056,3007
36057,3013
36060,2895
36062,2308
36063,2892
36064,2894
36066,2315
36067,2307
36070,2306
36071,2893
36083,2924
36090,2907
36097,2923
36099,2976
36107,2977
36110,2506
36114,2505
36117,2503
36120,2500
36136,2975
36140,2973
36149,2976
36150,2982
36152,2977
36152,2979
36153,2981
36162,2504
36167,2980
36169,2974
36184,3016
36184,3017
36187,2921
36188,2921
36191,2908
36202,3015
36203,3014
36204,2919
36206,2919
36208,2918
36208,2919
36209,2920
36220,3028
36223,3024
36229,2985
36231,2997
36235,2987
36237,2986
36239,2984
36240,2999
36243,2998
36245,2986
36246,2992
36247,3000
36248,2992
36249,2995
36250,3001
36250,3002
36253,3003
36262,3034
36263,3004
36271,2916
36274,2863
36276,3040
36277,2864
36278,2861
36283,2864
36286,2865
36287,2960
36288,3038
36289,2959
36290,3039
36292,2959
36293,2866
36294,2961
36296,2916
36299,2960
36302,2917
36312,2918
36313,2918
36314,3037
36317,3018
36322,3020
36326,3021
36327,3019
36328,3022
36331,3036
36332,3035
36333,2993
36335,2993
40014,2852
40105,1667
40106,1540
40143,1137
40159,1244
40215,1404
40226,1637
40236,2850
40237,922
40238,924
40239,924
40239,927
40240,2570
40241,2567
40242,2582
40243,2581
40244,2651
40245,2652
40246,2661
40250,2602
40250,2604
40251,2697
40252,2723
40252,2724
40253,2214
40254,2213
40255,2212
40256,2211
40257,2196
40258,2195
40258,2197
40259,352
40260,306
40260,307
40261,378
40262,370
40263,317
40264,339
40265,310
40266,325
40267,320
40267,321
40268,322
40269,296
40269,297
40270,320
40271,298
40272,291
40273,290
40273,291
40274,295
40274,296
40275,292
40276,2763
40277,2754
40278,2753
40279,2756
40280,2228
40281,2243
40282,2243
40282,2247
40283,2242
40283,2249
40284,2159
40285,2157
40286,2158
40287,2121
40288,2127
40289,2170
40290,2168
40291,2141
40291,2143
40292,2248
40293,2785
40293,2786
40294,2790
40294,2791
40295,2792
40295,2793
40296,2783
40296,2784
40297,2797
40298,2802
40298,2803
40299,757
40299,775
40300,734
40300,759
40301,737
40301,748
40302,750
40303,740
40304,671
40305,670
40306,682
40306,683
40307,681
40308,603
40308,609
40309,593
40310,594
40312,421
40312,422
40313,424
40314,419
40314,420
40315,436
40315,437
40316,439
40317,434
40318,727
40319,632
40320,722
40321,502
40321,503
40322,519
40322,520
40323,516
40323,517
40324,518
40324,521
40325,546
40326,531
40326,532
40327,533
40327,534
40328,537
40329,535
40330,509
40330,511
40331,463
40331,464
40332,461
40333,457
40333,458
40335,411
40336,401
40336,403
40337,404
40338,396
40339,147
40339,150
40340,2522
40340,2523
40342,2501
40342,2502
40343,2285
40344,2293
40345,2288
40345,2289
40346,2290
40346,2291
40347,2309
40348,2310
40348,2311
40349,2897
40350,2356
40350,2359
40351,2357
40352,2383
40352,2384
40353,2381
40354,2382
40355,2348
40356,2395
40356,2396
40357,2397
40358,2398
40359,2401
40360,2454
40362,2402
40362,2411
40363,2459
40364,2475
40365,2477
40366,143
40367,1096
40368,2859
40368,2860
40369,2862
40370,2870
40370,2871
40371,2870
40372,2867
40373,2887
40374,2890
40376,2929
40377,2928
40378,2940
40379,2941
40380,2902
40381,2943
40382,2944
40383,2914
40384,2969
40385,2970
40388,2947
40390,2899
40391,2898
40392,2363
40393,2910
40394,2905
40395,2906
40396,2904
40397,2912
40398,3014
40399,3015
40400,3026
40400,3027
40401,3025
40402,2978
40403,2983
40404,2990
40405,2989
40406,2988
40407,2996
40408,2957
40409,2963
40410,2958
40411,2877
40412,2876
40413,23
40414,27
40415,41
40416,40
40417,75
40418,51
40418,52
40419,51
40420,49
40421,76
40422,82
40423,81
40424,87
40425,88
40426,89
40426,93
40427,90
40427,91
40428,58
40429,60
40430,814
40431,66
40432,97
40432,98
40433,227
40433,231
40434,228
40435,229
40436,231
40437,230
40438,232
40439,233
40439,234
40440,226
40441,218
40441,219
40442,219
40442,220
40443,108
40443,109
40444,95
40444,106
40445,189
40445,207
40446,206
40447,205
40448,211
40449,202
40450,185
40451,183
40452,158
40453,167
40454,165
40454,166
40455,164
40456,1768
40456,1769
40457,1767
40458,1772
40458,1776
40459,1774
40460,1764
40461,1780
40461,1783
40462,1785
40463,1784
40464,1775
40465,1812
40466,1811
40467,1810
40468,1802
40469,1819
40470,1825
40470,1828
40471,1975
40472,1964
40473,1996
40474,1999
40475,1998
40476,2002
40477,2003
40478,2004
40479,2005
40480,2006
40481,2010
40482,2008
40483,1163
40484,132
40485,38
40486,796
40486,806
40487,795
40488,788
40489,817
40490,809
40490,870
40492,848
40493,863
40494,841
40495,851
40497,242
40498,255
40499,252
40500,246
40501,245
40501,247
40502,244
40502,254
40503,212
40504,239
40505,221
40506,222
40507,832
40507,833
40508,248
40510,249
40511,198
40512,1703
40513,1700
40514,1717
40514,1718
40515,1082
40516,1084
40517,1099
40518,1710
40519,1698
40519,1751
40520,1730
40521,1726
40522,1723
40523,277
40524,1248
40524,1258
40525,1249
40527,1865
40528,1864
40529,1735
40530,1739
40531,1847
40532,1844
40533,1852
40534,1883
40534,1889
40535,1879
40536,1890
40537,1951
40537,1952
40538,1949
40539,1948
40539,1953
40540,1938
40540,1941
40541,1943
40541,2018
40542,2029
40542,2032
40543,2030
40544,2034
40545,1929
40546,2037
40547,2038
40548,2081
40549,2079
40550,2076
40550,2077
40551,2075
40552,2065
40553,1497
40554,1494
40555,1493
40556,1495
40557,1446
40558,1449
40560,1574
40561,1570
40562,1569
40563,1527
40563,1528
40564,1529
40565,1558
40566,1560
40567,1557
40568,1556
40569,1555
40570,1562
40571,1563
40572,1590
40572,1592
40573,1603
40574,1599
40576,1640
40577,1638
40578,1673
40579,1670
40580,1691
40581,1627
40582,1628
40582,1632
40584,1428
40584,1430
40585,1403
40586,1398
40588,1366
40589,1356
40590,1309
40591,1293
40592,1294
40593,1347
40594,1342
40595,1301
40596,1315
40597,1313
40598,1316
40599,1636
40601,1373
40602,1371
40603,1370
40604,1160
40605,1157
40606,1377
40607,1390
40608,1391
40608,1392
40609,1393
40610,1374
40611,1368
40612,1288
40613,1513
40614,1292
40616,1456
40618,1440
40619,1434
40620,787
40620,790
40621,782
40621,783
40622,783
40623,872
40624,784
40624,872
40626,857
40627,1066
40628,1112
40629,1111
40630,1088
40631,1039
40632,1037
40633,1152
40634,1016
40635,1015
40636,1017
40637,1041
40638,1153
40639,1385
40640,1388
40641,1407
40642,1406
40644,921
40645,928
40646,932
40647,933
40648,952
40649,941
40650,936
40651,937
40652,919
40653,934
40653,935
40654,942
40654,943
40655,940
40655,942
40656,939
40656,940
40657,946
40658,944
40659,945
40660,947
40662,1651
40663,1649
40664,1661
40665,1644
40665,1662
40666,1020
40668,1411
40669,1537
40670,1613
40670,1618
40671,1609
40671,1614
40673,1608
40674,1615
40675,1625
40676,1624
40677,1626
40678,2107
40679,2098
40680,2088
40681,2087
40682,2026
40683,1992
40684,2099
40685,2101
40686,1165
40687,1143
40688,1166
40688,1167
40689,1050
40690,1171
40690,1173
40691,1175
40692,1178
40693,1176
40694,281
40695,271
40696,272
40698,1177
40699,1183
40700,1184
40700,1185
40701,1229
40702,1230
40703,1228
40704,1214
40705,1238
40706,1319
40707,1321
40708,1274
40709,1277
40710,1908
40711,1909
40712,1911
40713,2042
40714,2041
40715,1905
40716,1869
40716,1870
40717,1902
40718,1189
40719,1093
40720,1233
40721,1298
40722,1280
40723,1236
40724,1239
40725,1237
40726,1270
40727,1266
40728,1871
40728,1872
40729,2059
40730,1338
40731,1329
40732,897
40733,889
40733,890
40734,1045
40734,1046
40735,973
40736,972
40737,908
40737,909
40738,902
40738,903
40739,907
40739,938
40740,62
40741,64
40741,65
40742,2108
40744,676
40746,895
40747,894
50151,32
50474,207
50738,68
50861,344
51079,728
51232,746
51236,747
51408,1452
51431,1452
51509,506
51526,727
51647,506
51692,506
51829,726
52379,1501
52440,1212
52640,1595
52884,1667
52978,1507
53017,1686
53149,2208
53207,2197
53212,1365
53478,2211
53786,2214
53787,2213
53796,2197
54218,181
54256,2412
54260,2397
54260,2414
54263,2425
54263,2426
54270,2456
54273,2455
54273,2460
54282,2461
54286,770
54288,731
54302,706
54334,1234
54363,273
54366,267
54379,1732
54388,1906
54389,1906
54397,1285
54426,1466
54433,1465
54434,1310
54435,1302
54451,1303
54455,1358
54466,1451
54481,1522
54483,1520
54518,2017
54525,472
54528,475
54528,476
54541,500
54556,636
54557,635
54560,625
54566,1773
54577,165
54580,191
54588,196
54591,195
54599,838
54618,811
54621,790
54622,778
54622,779
54629,37
54630,37
54632,1
54633,2
54635,7
54636,141
54670,877
54674,918
54691,939
54694,285
54695,288
54696,287
54709,314
54728,347
54729,2729
54733,303
54744,2210
54746,2196
54779,136
54787,2447
54790,2484
54801,2458
54804,2458
54807,360
54808,354
54810,2186
54812,2231
54818,2232
54822,2257
54839,1663
54839,1671
54848,1672
54848,1673
54861,1658
54868,392
54874,1645
54892,2123
54894,2130
54894,2131
54897,2132
54898,2132
54899,2181
54902,2154
54902,2155
54907,728
54916,637
54916,638
54918,647
54923,772
54931,673
54932,674
54933,673
54939,657
54941,660
54950,656
54952,655
54960,666
54965,689
54966,687
54969,680
54999,1387
55124,2652
55127,2183
55132,2738
55229,62
55395,1533
