"","a","b"
"4447",4217,1060
"4448",4221,1042
"4449",4223,1047
"4450",4223,1048
"4451",4241,1047
"4452",4241,1053
"4453",4254,1064
"4454",4257,1053
"4455",4264,1642
"4456",4266,1064
"4457",4273,2152
"4458",4273,2165
"4459",4278,1019
"4460",4289,1643
"4461",4306,1026
"4462",4335,1048
"4463",4335,1049
"4464",4337,1058
"4465",4337,1059
"4466",4345,1056
"4467",4345,1057
"4468",4354,1065
"4469",4357,1641
"4470",4374,1666
"4471",4374,1668
"4472",4422,849
"4473",4432,1049
"4474",4438,1052
"4475",4439,1034
"4476",4439,1036
"4477",4452,2166
"4478",4453,1640
"4479",4459,1052
"4480",4464,1665
"4481",4465,1030
"4482",4473,816
"4483",4505,1639
"4484",4553,1029
"4485",4569,851
"4486",4569,852
"4487",4741,1151
"4488",4760,1140
"4489",4760,1148
"4490",4765,1148
"4491",4770,1132
"4492",4778,69
"4493",4780,1629
"4494",4806,1387
"4495",4807,69
"4496",4808,1408
"4497",4849,1113
"4498",4854,1386
"4499",4854,1387
"4500",4868,1132
"4501",4868,1133
"4502",4869,1131
"4503",4873,1114
"4504",4893,1627
"4505",4893,1628
"4506",4922,1631
"4507",4925,1141
"4508",4927,1130
"4509",4933,1115
"4510",4933,1119
"4511",4942,840
"4512",4942,1074
"4513",4962,1387
"4514",4972,841
"4515",4982,1154
"4516",4987,1146
"4517",4987,1148
"4518",4995,1129
"4519",4995,1130
"4520",4998,1134
"4521",5002,821
"4522",5024,1382
"4523",5024,1383
"4524",5028,1389
"4525",5029,1074
"4526",5034,1073
"4527",5036,840
"4528",5056,1418
"4529",5072,1118
"4530",5074,1147
"4531",5074,1155
"4532",5080,1419
"4533",5080,1422
"4534",5082,1389
"4535",5088,1378
"4536",5088,1383
"4537",5098,1116
"4538",5102,1134
"4539",5111,1414
"4540",5111,1415
"4541",5113,1423
"4542",5118,98
"4543",5129,1075
"4544",5135,839
"4545",5149,1378
"4546",5149,1379
"4547",5166,1117
"4548",5174,1380
"4549",5182,1156
"4550",5187,1145
"4551",5190,1135
"4552",5193,1124
"4553",5195,1127
"4554",5195,1128
"4555",5199,1427
"4556",5208,1424
"4557",5208,1427
"4558",5218,1635
"4559",5224,1417
"4560",5224,1420
"4561",5236,99
"4562",5241,1079
"4563",5245,838
"4564",5245,839
"4565",5247,1076
"4566",5265,1135
"4567",5265,1136
"4568",5273,1144
"4569",5297,1615
"4570",5301,1608
"4571",5342,1077
"4572",5379,1376
"4573",5380,1107
"4574",5380,1108
"4575",5415,826
"4576",5415,827
"4577",5431,2144
"4578",5439,225
"4579",5492,1399
"4580",5518,1425
"4581",5521,1172
"4582",5539,1616
"4583",5547,1168
"4584",5550,1087
"4585",5556,1601
"4586",5556,1607
"4587",5567,1426
"4588",5570,1587
"4589",5570,1594
"4590",5571,1621
"4591",5576,2145
"4592",5587,2136
"4593",5593,1607
"4594",5595,1595
"4595",5597,224
"4596",5597,225
"4597",5598,1164
"4598",5598,1166
"4599",5603,1161
"4600",5603,1162
"4601",5604,1162
"4602",5604,1163
"4603",5607,1109
"4604",5607,1110
"4605",5619,1372
"4606",5622,1106
"4607",5622,1109
"4608",5626,1587
"4609",5627,1394
"4610",5633,831
"4611",5633,1080
"4612",5644,1088
"4613",5646,2146
"4614",5648,1606
"4615",5659,1169
"4616",5671,1396
"4617",5673,1429
"4618",5673,1436
"4619",5677,1364
"4620",5677,1395
"4621",5694,224
"4622",5694,236
"4623",5697,237
"4624",5697,238
"4625",5713,1588
"4626",5716,1602
"4627",5718,1436
"4628",5719,1088
"4629",5719,1091
"4630",5721,1103
"4631",5721,1104
"4632",5729,834
"4633",5734,1593
"4634",5741,1105
"4635",5752,1596
"4636",5754,1081
"4637",5759,565
"4638",5764,1602
"4639",5764,1606
"4640",5768,1600
"4641",5775,1585
"4642",5777,1435
"4643",5778,1610
"4644",5779,1437
"4645",5781,1438
"4646",5781,1439
"4647",5807,236
"4648",5820,1592
"4649",5820,1597
"4650",5821,1584
"4651",5827,1433
"4652",5833,1363
"4653",5838,1209
"4654",5848,240
"4655",5849,568
"4656",5849,571
"4657",5851,571
"4658",5851,577
"4659",5860,1610
"4660",5863,1081
"4661",5863,1086
"4662",5874,1584
"4663",5878,1589
"4664",5882,1434
"4665",5882,1443
"4666",5887,1441
"4667",5891,1101
"4668",5893,1210
"4669",5898,1206
"4670",5898,1207
"4671",5901,1186
"4672",5902,1204
"4673",5906,1198
"4674",5906,1199
"4675",5907,1194
"4676",5907,1195
"4677",5915,828
"4678",5915,829
"4679",5943,1591
"4680",5943,1598
"4681",5951,571
"4682",5951,572
"4683",5956,1200
"4684",5968,1583
"4685",5968,1590
"4686",5969,1211
"4687",5974,1611
"4688",5975,1205
"4689",5977,1199
"4690",5979,1618
"4691",5979,1619
"4692",5982,1459
"4693",5984,1206
"4694",5997,1086
"4695",6000,1093
"4696",6000,1094
"4697",6026,1175
"4698",6072,1362
"4699",6074,1100
"4700",6089,1212
"4701",6091,1443
"4702",6091,1444
"4703",6105,566
"4704",6105,567
"4705",6118,830
"4706",6140,1205
"4707",6147,1187
"4708",6151,1192
"4709",6151,1193
"4710",6168,1564
"4711",6169,575
"4712",6169,576
"4713",6190,1547
"4714",6190,1554
"4715",6252,1536
"4716",6288,1213
"4717",6299,1535
"4718",6310,1546
"4719",6315,1547
"4720",6315,1548
"4721",6333,1445
"4722",6342,1453
"4723",6343,1582
"4724",6354,1460
"4725",6365,1346
"4726",6380,1215
"4727",6380,1216
"4728",6387,1188
"4729",6388,1191
"4730",6388,1192
"4731",6412,1097
"4732",6423,215
"4733",6423,216
"4734",6475,547
"4735",6485,1345
"4736",6489,1535
"4737",6493,1548
"4738",6500,1353
"4739",6509,1335
"4740",6514,1575
"4741",6532,1448
"4742",6536,1453
"4743",6536,1456
"4744",6543,1450
"4745",6552,1464
"4746",6569,1334
"4747",6603,1218
"4748",6605,1545
"4749",6609,562
"4750",6613,1553
"4751",6617,563
"4752",6624,548
"4753",6628,1576
"4754",6635,1447
"4755",6635,1448
"4756",6638,1332
"4757",6644,1461
"4758",6644,1462
"4759",6647,1463
"4760",6650,1467
"4761",6656,1323
"4762",6662,1339
"4763",6671,1332
"4764",6671,1333
"4765",6698,1322
"4766",6717,1351
"4767",6722,1350
"4768",6731,661
"4769",6787,1331
"4770",6798,560
"4771",6798,561
"4772",6804,1544
"4773",6807,1538
"4774",6809,1331
"4775",6821,1580
"4776",6830,1349
"4777",6831,1325
"4778",6837,269
"4779",6860,1340
"4780",6865,1227
"4781",6870,1341
"4782",6875,1330
"4783",6886,1234
"4784",6887,1326
"4785",6888,210
"4786",6896,586
"4787",6918,1308
"4788",6926,1329
"4789",6958,1544
"4790",6965,1552
"4791",6975,1326
"4792",6980,1580
"4793",6981,1328
"4794",7011,1227
"4795",7014,1327
"4796",7035,1311
"4797",7039,1327
"4798",7043,245
"4799",7059,1320
"4800",7070,208
"4801",7086,1312
"4802",7107,1315
"4803",7114,1543
"4804",7126,1225
"4805",7129,1532
"4806",7133,1226
"4807",7139,1492
"4808",7141,254
"4809",7144,1489
"4810",7150,1485
"4811",7152,1470
"4812",7160,1480
"4813",7177,1317
"4814",7201,1498
"4815",7209,1232
"4816",7210,598
"4817",7221,1540
"4818",7224,1550
"4819",7224,1551
"4820",7235,1318
"4821",7250,1307
"4822",7251,1302
"4823",7251,1306
"4824",7254,1490
"4825",7263,1475
"4826",7271,208
"4827",7274,1318
"4828",7275,1231
"4829",7277,276
"4830",7277,278
"4831",7278,1559
"4832",7279,283
"4833",7302,1551
"4834",7308,1579
"4835",7317,1492
"4836",7321,1491
"4837",7323,1484
"4838",7325,1471
"4839",7329,1480
"4840",7329,1481
"4841",7336,257
"4842",7352,1541
"4843",7423,1471
"4844",7425,1481
"4845",7426,1474
"4846",7427,1304
"4847",7427,1305
"4848",7445,1300
"4849",7463,1251
"4850",7503,1523
"4851",7511,1240
"4852",7529,1531
"4853",7531,1530
"4854",7545,1241
"4855",7550,1304
"4856",7550,1472
"4857",7556,1296
"4858",7565,1297
"4859",7565,1298
"4860",7572,1482
"4861",7572,1483
"4862",7573,1472
"4863",7573,1473
"4864",7578,1482
"4865",7581,597
"4866",7585,590
"4867",7585,591
"4868",7601,1279
"4869",7615,258
"4870",7621,259
"4871",7626,262
"4872",7627,265
"4873",7638,1252
"4874",7650,266
"4875",7665,541
"4876",7723,1278
"4877",7732,1499
"4878",7732,1505
"4879",7737,1483
"4880",7737,1508
"4881",7739,1509
"4882",7754,1291
"4883",7754,1294
"4884",7762,599
"4885",7764,592
"4886",7770,1278
"4887",7782,1509
"4888",7785,1510
"4889",7820,1269
"4890",7837,539
"4891",7837,540
"4892",7860,1508
"4893",7861,1505
"4894",7874,1721
"4895",7878,1259
"4896",7878,1262
"4897",7890,1263
"4898",7893,1511
"4899",7897,1271
"4900",7897,1273
"4901",7916,1289
"4902",7916,1512
"4903",7943,1702
"4904",7943,1704
"4905",7953,1715
"4906",7993,1515
"4907",7993,1516
"4908",7998,1501
"4909",8011,1276
"4910",8015,530
"4911",8024,528
"4912",8029,1283
"4913",8038,1272
"4914",8041,1517
"4915",8043,532
"4916",8043,538
"4917",8047,1286
"4918",8056,1275
"4919",8061,1706
"4920",8063,610
"4921",8063,611
"4922",8068,602
"4923",8068,603
"4924",8072,527
"4925",8072,528
"4926",8085,1521
"4927",8110,1897
"4928",8186,479
"4929",8186,536
"4930",8192,1502
"4931",8192,1519
"4932",8209,1518
"4933",8253,1907
"4934",8254,526
"4935",8254,529
"4936",8263,527
"4937",8264,1727
"4938",8264,1730
"4939",8267,1725
"4940",8267,1731
"4941",8285,1898
"4942",8285,1899
"4943",8286,1895
"4944",8296,1910
"4945",8318,2063
"4946",8319,2062
"4947",8325,2053
"4948",8370,1713
"4949",8381,521
"4950",8381,526
"4951",8409,2064
"4952",8409,2066
"4953",8419,2061
"4954",8420,2059
"4955",8420,2060
"4956",8422,2058
"4957",8427,2055
"4958",8432,1866
"4959",8438,1899
"4960",8450,1708
"4961",8485,2057
"4962",8507,2052
"4963",8510,2060
"4964",8519,1862
"4965",8519,1863
"4966",8533,2067
"4967",8540,480
"4968",8540,481
"4969",8544,1901
"4970",8550,618
"4971",8550,619
"4972",8555,608
"4973",8561,2061
"4974",8566,2048
"4975",8570,2057
"4976",8572,2056
"4977",8603,2070
"4978",8603,2071
"4979",8604,2049
"4980",8608,2070
"4981",8609,2047
"4982",8609,2048
"4983",8610,2049
"4984",8611,2051
"4985",8614,1912
"4986",8615,1860
"4987",8615,1861
"4988",8622,606
"4989",8628,174
"4990",8628,175
"4991",8650,481
"4992",8650,482
"4993",8662,410
"4994",8672,2047
"4995",8674,607
"4996",8683,2043
"4997",8700,1900
"4998",8719,1892
"4999",8719,1893
"5000",8722,1876
"5001",8747,410
"5002",8759,175
"5003",8759,176
"5004",8775,1878
"5005",8777,1916
"5006",8779,2043
"5007",8788,1920
"5008",8789,1854
"5009",8798,482
"5010",8806,2043
"5011",8830,1917
"5012",8833,497
"5013",8840,2044
"5014",8856,1849
"5015",8861,1919
"5016",8864,1855
"5017",8872,1877
"5018",8875,1892
"5019",8897,177
"5020",8907,1739
"5021",8907,1740
"5022",8909,1850
"5023",8909,1853
"5024",8938,497
"5025",8939,483
"5026",8939,486
"5027",8942,501
"5028",8956,1745
"5029",8964,1740
"5030",8964,1741
"5031",8965,1848
"5032",8965,1849
"5033",8970,2031
"5034",8970,2039
"5035",8986,1918
"5036",9007,170
"5037",9038,177
"5038",9038,178
"5039",9042,633
"5040",9046,1881
"5041",9046,1882
"5042",9050,1930
"5043",9051,1925
"5044",9057,631
"5045",9057,633
"5046",9063,1745
"5047",9063,1746
"5048",9077,412
"5049",9085,1924
"5050",9108,1845
"5051",9121,412
"5052",9128,2034
"5053",9139,1750
"5054",9141,1744
"5055",9145,1934
"5056",9145,1935
"5057",9160,473
"5058",9168,1753
"5059",9168,1754
"5060",9173,405
"5061",9200,496
"5062",9209,622
"5063",9209,629
"5064",9212,2035
"5065",9218,1936
"5066",9218,1937
"5067",9229,2024
"5068",9244,472
"5069",9273,397
"5070",9273,398
"5071",9276,1942
"5072",9279,2035
"5073",9280,2027
"5074",9280,2033
"5075",9295,1942
"5076",9330,407
"5077",9330,416
"5078",9337,1946
"5079",9337,1947
"5080",9350,1885
"5081",9356,1887
"5082",9387,2090
"5083",9412,2020
"5084",9414,1943
"5085",9418,2021
"5086",9421,1840
"5087",9427,2015
"5088",9428,1956
"5089",9446,1945
"5090",9446,1946
"5091",9454,2014
"5092",9455,2017
"5093",9467,2009
"5094",9469,1944
"5095",9469,2001
"5096",9470,2013
"5097",9477,2016
"5098",9487,2009
"5099",9489,2013
"5100",9490,2010
"5101",9504,2012
"5102",9511,180
"5103",9517,1944
"5104",9521,2012
"5105",9566,2012
"5106",9569,417
"5107",9589,2011
"5108",9647,2088
"5109",9649,1813
"5110",9658,2006
"5111",9680,2086
"5112",9680,2087
"5113",9693,2094
"5114",9693,2095
"5115",9696,423
"5116",9704,2085
"5117",9719,1813
"5118",9719,1814
"5119",9726,1836
"5120",9727,2097
"5121",9743,450
"5122",9744,438
"5123",9744,440
"5124",9765,1963
"5125",9774,1993
"5126",9821,1994
"5127",9827,1960
"5128",9827,1968
"5129",9829,1963
"5130",9863,1991
"5131",9999,1967
"5132",9999,1968
"5133",10000,430
"5134",10008,1978
"5135",10009,1977
"5136",10013,164
"5137",10020,466
"5138",10033,432
"5139",10039,1831
"5140",10039,1834
"5141",10040,1835
"5142",10050,1781
"5143",10050,1782
"5144",10083,1830
"5145",10083,1970
"5146",10094,444
"5147",10095,447
"5148",10111,1831
"5149",10127,1981
"5150",10127,1982
"5151",10136,1979
"5152",10136,1980
"5153",10160,1972
"5154",10160,1974
"5155",10172,2100
"5156",10210,1980
"5157",10210,1990
"5158",10211,1974
"5159",10212,1979
"5160",10212,1990
"5161",10217,1983
"5162",10254,1779
"5163",10254,1780
"5164",10282,1809
"5165",10288,1824
"5166",10288,1983
"5167",10290,1987
"5168",10295,1793
"5169",10323,1989
"5170",10324,2102
"5171",10325,2105
"5172",10366,1984
"5173",10383,2105
"5174",10387,2109
"5175",10426,2271
"5176",10426,2272
"5177",10432,1788
"5178",10447,2479
"5179",10455,1820
"5180",10456,1988
"5181",10459,1786
"5182",10459,1789
"5183",10463,1787
"5184",10465,2103
"5185",10469,1985
"5186",10470,2112
"5187",10470,2114
"5188",10471,2104
"5189",10500,1786
"5190",10537,1801
"5191",10558,2341
"5192",10587,2339
"5193",10638,2391
"5194",10705,2328
"5195",10712,2390
"5196",10722,2347
"5197",10785,2389
"5198",10787,2458
"5199",10922,2375
"5200",10955,2370
"5201",10955,2372
"5202",11458,869
"5203",11485,1068
"5204",17502,2579
"5205",17582,1054
"5206",17582,1055
"5207",17620,861
"5208",17682,1022
"5209",17786,1634
"5210",17842,1168
"5211",17894,1173
"5212",18185,1246
"5213",18322,538
"5214",18445,1743
"5215",18594,1984
"5216",18629,2482
"5217",18655,883
"5218",18662,1004
"5219",18738,815
"5220",18766,1069
"5221",18772,1120
"5222",18784,1149
"5223",18824,1695
"5224",18826,1696
"5225",18840,1750
"5226",18841,1750
"5227",18844,1743
"5228",18853,1744
"5229",18864,1856
"5230",18868,1861
"5231",18895,1692
"5232",18908,188
"5233",18908,210
"5234",19000,1839
"5235",19009,1957
"5236",19097,1900
"5237",19100,1900
"5238",19108,1724
"5239",19114,1724
"5240",19118,284
"5241",19143,1210
"5242",19158,1102
"5243",19166,1174
"5244",19217,1226
"5245",19283,623
"5246",19313,478
"5247",19334,562
"5248",19356,1612
"5249",19371,1631
"5250",19372,1631
"5251",19373,2132
"5252",19380,2119
"5253",19389,953
"5254",19407,1023
"5255",19407,1025
"5256",19510,1367
"5257",19542,1585
"5258",19568,1453
"5259",19582,1454
"5260",19583,1453
"5261",19584,1454
"5262",19585,1455
"5263",19586,1487
"5264",19601,1286
"5265",19621,1992
"5266",19630,431
"5267",19633,404
"5268",19634,404
"5269",19659,425
"5270",19659,2094
"5271",19660,425
"5272",19666,431
"5273",19735,1333
"5274",19776,1955
"5275",19776,1958
"5276",19781,1769
"5277",19844,67
"5278",19849,859
"5279",19852,1071
"5280",19875,1729
"5281",19906,1588
"5282",19967,1518
"5283",19977,1222
"5284",19978,1221
"5285",19987,1674
"5286",25001,2994
"5287",25002,3000
"5288",25004,2868
"5289",25006,2915
"5290",25010,2858
"5291",25010,2859
"5292",25013,2987
"5293",25016,3017
"5294",25018,2962
"5295",25024,2855
"5296",25025,2857
"5297",25036,2683
"5298",25038,2699
"5299",25042,2711
"5300",25045,2702
"5301",25048,2701
"5302",25049,2686
"5303",25050,2698
"5304",25056,2708
"5305",25058,2709
"5306",25058,2710
"5307",25059,2709
"5308",25059,2713
"5309",25060,3051
"5310",25063,2712
"5311",25072,2700
"5312",25072,2707
"5313",25077,2700
"5314",25091,2699
"5315",25094,3052
"5316",25095,3053
"5317",25098,2684
"5318",25107,2698
"5319",25120,2656
"5320",25121,2659
"5321",25123,2627
"5322",25132,898
"5323",25132,899
"5324",25135,1438
"5325",25137,20
"5326",25137,86
"5327",25150,104
"5328",25152,1070
"5329",25152,1072
"5330",25160,2773
"5331",25163,2768
"5332",25169,1080
"5333",25169,1087
"5334",25171,223
"5335",25172,84
"5336",25172,85
"5337",25177,105
"5338",25179,1432
"5339",25180,2535
"5340",25180,2536
"5341",25186,1714
"5342",25200,2325
"5343",25201,2325
"5344",25206,2320
"5345",25208,2318
"5346",25208,2319
"5347",25220,12
"5348",25227,570
"5349",25230,899
"5350",25244,2541
"5351",25245,2534
"5352",25252,1758
"5353",25268,2318
"5354",25270,2321
"5355",25283,2314
"5356",25283,2316
"5357",25287,2710
"5358",25287,2715
"5359",25289,2736
"5360",25292,2723
"5361",25293,2715
"5362",25293,2722
"5363",25300,2735
"5364",25310,2741
"5365",25313,2735
"5366",25314,2633
"5367",25316,2633
"5368",25316,2639
"5369",25317,2637
"5370",25317,2638
"5371",25320,347
"5372",25323,318
"5373",25329,2216
"5374",25329,2219
"5375",25332,2227
"5376",25335,2260
"5377",25338,2229
"5378",25338,2238
"5379",25339,2220
"5380",25339,2221
"5381",25341,2215
"5382",25349,2759
"5383",25350,2758
"5384",25352,2718
"5385",25354,2716
"5386",25355,3050
"5387",25356,2714
"5388",25357,2713
"5389",25358,2714
"5390",25362,2717
"5391",25364,2716
"5392",25365,2717
"5393",25381,2721
"5394",25382,3048
"5395",25384,2726
"5396",25385,2739
"5397",25388,2726
"5398",25390,2718
"5399",25399,2719
"5400",25407,2757
"5401",25418,3049
"5402",25432,2647
"5403",25432,2648
"5404",25434,2630
"5405",25436,2706
"5406",25445,2691
"5407",25446,2687
"5408",25453,2691
"5409",25458,2689
"5410",25469,2702
"5411",25470,2701
"5412",25474,2733
"5413",25476,2732
"5414",25479,2722
"5415",25480,2720
"5416",25482,2733
"5417",25484,2690
"5418",25486,2704
"5419",25494,2688
"5420",25500,2703
"5421",25539,2696
"5422",25540,3054
"5423",25541,3055
"5424",25542,2628
"5425",25543,2695
"5426",25545,2695
"5427",25547,2687
"5428",25550,2685
"5429",25550,2686
"5430",25551,2685
"5431",25566,2629
"5432",25571,2729
"5433",25571,2730
"5434",25575,309
"5435",25580,2734
"5436",25586,2725
"5437",25591,2734
"5438",25592,2719
"5439",25595,2731
"5440",25599,2705
"5441",25599,2706
"5442",25607,2730
"5443",25609,2731
"5444",25621,2727
"5445",25626,313
"5446",25629,314
"5447",25630,312
"5448",25630,313
"5449",25640,311
"5450",25648,308
"5451",25670,344
"5452",25670,345
"5453",25672,342
"5454",25672,343
"5455",25675,315
"5456",25684,316
"5457",25692,340
"5458",25697,2693
"5459",25698,2694
"5460",25699,286
"5461",25713,2691
"5462",25719,2692
"5463",25728,301
"5464",25728,302
"5465",25731,2630
"5466",25746,285
"5467",25747,304
"5468",25747,305
"5469",25755,300
"5470",25759,306
"5471",25761,303
"5472",25767,303
"5473",25769,286
"5474",25770,287
"5475",25774,289
"5476",25775,319
"5477",25776,299
"5478",25776,304
"5479",25783,2645
"5480",25785,2631
"5481",25787,289
"5482",25789,287
"5483",25794,288
"5484",25797,2632
"5485",25802,2631
"5486",25805,2642
"5487",25808,2643
"5488",25818,2632
"5489",25819,292
"5490",25825,2644
"5491",25836,2742
"5492",25837,2760
"5493",25838,2743
"5494",25839,2762
"5495",25840,2744
"5496",25844,2748
"5497",25844,2749
"5498",25848,2222
"5499",25850,2764
"5500",25854,2751
"5501",25854,2752
"5502",25855,2745
"5503",25858,2761
"5504",25864,2761
"5505",25867,2740
"5506",25868,2747
"5507",25869,2746
"5508",25870,2746
"5509",25875,2737
"5510",25888,2736
"5511",25888,2737
"5512",25899,2748
"5513",25904,2750
"5514",25907,2775
"5515",25908,2772
"5516",25911,3047
"5517",25913,2774
"5518",25914,2776
"5519",25916,2773
"5520",25917,2774
"5521",25938,2770
"5522",25943,2769
"5523",25951,2755
"5524",25956,2224
"5525",25959,2226
"5526",25963,2223
"5527",25965,2225
"5528",25967,2223
"5529",25971,2226
"5530",25978,2225
"5531",25980,2769
"5532",25982,2772
"5533",25987,2771
"5534",25991,2767
"5535",25992,2765
"5536",25992,2766
"5537",25994,2239
"5538",25998,2769
"5539",26013,2766
"5540",26014,2238
"5541",26019,2260
"5542",26021,2768
"5543",26027,2261
"5544",26032,380
"5545",26032,381
"5546",26036,379
"5547",26044,333
"5548",26044,335
"5549",26045,334
"5550",26047,329
"5551",26047,330
"5552",26048,328
"5553",26048,368
"5554",26054,962
"5555",26056,922
"5556",26058,2178
"5557",26059,2178
"5558",26059,2179
"5559",26061,2205
"5560",26061,2206
"5561",26063,381
"5562",26063,382
"5563",26065,376
"5564",26065,390
"5565",26069,379
"5566",26069,387
"5567",26073,384
"5568",26073,385
"5569",26075,1690
"5570",26080,1685
"5571",26084,1628
"5572",26090,954
"5573",26092,912
"5574",26095,2201
"5575",26096,2207
"5576",26098,2191
"5577",26106,346
"5578",26107,349
"5579",26107,355
"5580",26109,2195
"5581",26110,350
"5582",26110,351
"5583",26111,2185
"5584",26113,349
"5585",26116,2209
"5586",26126,2728
"5587",26128,2217
"5588",26128,2218
"5589",26140,2208
"5590",26142,2210
"5591",26148,348
"5592",26150,341
"5593",26152,345
"5594",26155,341
"5595",26156,334
"5596",26156,356
"5597",26159,2194
"5598",26161,2198
"5599",26164,2200
"5600",26170,2199
"5601",26171,2193
"5602",26172,2192
"5603",26174,2190
"5604",26176,2190
"5605",26179,354
"5606",26179,355
"5607",26199,357
"5608",26200,357
"5609",26200,358
"5610",26201,356
"5611",26203,363
"5612",26205,353
"5613",26220,362
"5614",26223,359
"5615",26224,360
"5616",26235,361
"5617",26242,365
"5618",26245,364
"5619",26255,367
"5620",26270,949
"5621",26288,318
"5622",26291,323
"5623",26292,319
"5624",26296,323
"5625",26301,338
"5626",26309,324
"5627",26310,332
"5628",26315,336
"5629",26315,337
"5630",26317,331
"5631",26318,333
"5632",26321,2635
"5633",26325,938
"5634",26330,294
"5635",26332,293
"5636",26335,293
"5637",26338,2634
"5638",26344,2636
"5639",26346,937
"5640",26350,905
"5641",26352,905
"5642",26354,906
"5643",26361,904
"5644",26365,948
"5645",26368,959
"5646",26371,374
"5647",26372,960
"5648",26374,371
"5649",26375,326
"5650",26375,373
"5651",26377,326
"5652",26380,327
"5653",26383,327
"5654",26384,330
"5655",26385,331
"5656",26396,369
"5657",26397,375
"5658",26399,372
"5659",26401,958
"5660",26414,934
"5661",26421,908
"5662",26425,901
"5663",26425,903
"5664",26426,910
"5665",26428,918
"5666",26428,920
"5667",26429,931
"5668",26433,930
"5669",26441,911
"5670",26442,911
"5671",26445,899
"5672",26450,913
"5673",26451,900
"5674",26459,2133
"5675",26459,2134
"5676",26461,2234
"5677",26461,2235
"5678",26467,2234
"5679",26470,2187
"5680",26477,2156
"5681",26480,2203
"5682",26480,2230
"5683",26482,2205
"5684",26494,2204
"5685",26497,2202
"5686",26498,2189
"5687",26504,2233
"5688",26506,2188
"5689",26506,2233
"5690",26508,2188
"5691",26514,2233
"5692",26515,2234
"5693",26523,2180
"5694",26523,2181
"5695",26534,2172
"5696",26538,2182
"5697",26543,2171
"5698",26545,2184
"5699",26548,2179
"5700",26548,2180
"5701",26554,2182
"5702",26559,2181
"5703",26564,382
"5704",26564,383
"5705",26566,383
"5706",26566,386
"5707",26567,2177
"5708",26567,2180
"5709",26568,2179
"5710",26569,2177
"5711",26571,2116
"5712",26578,2176
"5713",26588,2175
"5714",26590,2176
"5715",26594,2123
"5716",26598,2122
"5717",26601,2120
"5718",26602,2123
"5719",26609,384
"5720",26609,386
"5721",26612,2163
"5722",26614,2159
"5723",26620,2160
"5724",26626,2160
"5725",26629,2163
"5726",26634,2162
"5727",26641,2164
"5728",26642,1686
"5729",26642,1689
"5730",26644,2129
"5731",26644,2130
"5732",26647,2173
"5733",26648,2128
"5734",26655,2175
"5735",26656,2175
"5736",26661,2174
"5737",26664,2174
"5738",26667,1688
"5739",26671,2172
"5740",26672,2174
"5741",26674,2230
"5742",26674,2237
"5743",26676,2240
"5744",26678,2235
"5745",26678,2236
"5746",26680,2254
"5747",26681,2253
"5748",26685,2236
"5749",26690,2258
"5750",26690,2259
"5751",26698,2257
"5752",26700,2249
"5753",26701,2241
"5754",26703,2252
"5755",26705,2250
"5756",26706,2251
"5757",26708,2251
"5758",26720,2137
"5759",26720,2138
"5760",26723,569
"5761",26725,1630
"5762",26731,2163
"5763",26736,2153
"5764",26736,2244
"5765",26737,2161
"5766",26738,2156
"5767",26743,2161
"5768",26753,2139
"5769",26753,2140
"5770",26764,2167
"5771",26764,2169
"5772",26770,1690
"5773",26816,2246
"5774",26833,2245
"5775",26834,2151
"5776",26836,2140
"5777",26851,2150
"5778",26852,2151
"5779",26858,2142
"5780",26859,2141
"5781",26861,579
"5782",26869,2149
"5783",26874,2148
"5784",26880,2148
"5785",26885,2147
"5786",26892,2135
"5787",26893,2135
"5788",26895,1633
"5789",26906,1623
"5790",26909,1622
"5791",26922,1622
"5792",26927,1644
"5793",26927,1645
"5794",26930,930
"5795",26935,976
"5796",26941,1044
"5797",26943,995
"5798",26945,882
"5799",26946,990
"5800",26964,1384
"5801",26965,1384
"5802",26969,1684
"5803",26975,1646
"5804",26977,993
"5805",26979,964
"5806",26983,965
"5807",26983,966
"5808",26985,967
"5809",26987,984
"5810",26987,985
"5811",26988,985
"5812",26991,391
"5813",26993,392
"5814",26995,377
"5815",26995,389
"5816",26996,388
"5817",27009,389
"5818",27010,388
"5819",27016,390
"5820",27027,393
"5821",27030,391
"5822",27030,394
"5823",27033,967
"5824",27033,968
"5825",27034,1675
"5826",27034,1676
"5827",27035,1677
"5828",27035,1678
"5829",27042,1679
"5830",27042,1680
"5831",27050,1687
"5832",27052,1650
"5833",27055,1652
"5834",27057,1655
"5835",27058,1656
"5836",27060,1657
"5837",27069,1653
"5838",27074,1651
"5839",27083,1652
"5840",27091,1681
"5841",27092,1682
"5842",27094,1683
"5843",27110,1650
"5844",27111,1648
"5845",27111,1651
"5846",27114,1648
"5847",27115,1647
"5848",27117,1659
"5849",27123,1660
"5850",27124,1649
"5851",27128,1647
"5852",27139,979
"5853",27139,980
"5854",27142,983
"5855",27142,984
"5856",27154,987
"5857",27154,988
"5858",27155,981
"5859",27155,987
"5860",27156,986
"5861",27159,989
"5862",27159,991
"5863",27161,991
"5864",27164,1007
"5865",27166,893
"5866",27167,975
"5867",27169,1003
"5868",27173,1009
"5869",27175,887
"5870",27175,888
"5871",27178,1008
"5872",27187,926
"5873",27189,923
"5874",27196,929
"5875",27200,925
"5876",27201,917
"5877",27211,913
"5878",27211,914
"5879",27212,914
"5880",27213,916
"5881",27217,915
"5882",27221,999
